,Subject,TrialNumber,AudioStimulus,VisualStimulus,Response,DateTimeOfResponse,ResponseTime
0,38,1,2,0,AddResponse,AddDate,0.0
1,38,2,1,2,AddResponse,AddDate,0.0
2,38,3,0,4,AddResponse,AddDate,0.0
3,38,4,2,4,AddResponse,AddDate,0.0
4,38,5,1,2,AddResponse,AddDate,0.0
5,38,6,2,2,AddResponse,AddDate,0.0
6,38,7,1,4,AddResponse,AddDate,0.0
7,38,8,0,3,AddResponse,AddDate,0.0
8,38,9,0,3,AddResponse,AddDate,0.0
9,38,10,1,3,AddResponse,AddDate,0.0
10,38,11,0,2,AddResponse,AddDate,0.0
11,38,12,2,2,AddResponse,AddDate,0.0
12,38,13,2,1,AddResponse,AddDate,0.0
13,38,14,1,0,AddResponse,AddDate,0.0
14,38,15,0,1,AddResponse,AddDate,0.0
15,38,16,1,0,AddResponse,AddDate,0.0
16,38,17,0,1,AddResponse,AddDate,0.0
17,38,18,1,3,AddResponse,AddDate,0.0
18,38,19,1,0,AddResponse,AddDate,0.0
19,38,20,1,2,AddResponse,AddDate,0.0
20,38,21,2,3,AddResponse,AddDate,0.0
21,38,22,0,4,AddResponse,AddDate,0.0
22,38,23,1,1,AddResponse,AddDate,0.0
23,38,24,1,4,AddResponse,AddDate,0.0
24,38,25,2,3,AddResponse,AddDate,0.0
25,38,26,1,1,AddResponse,AddDate,0.0
26,38,27,2,3,AddResponse,AddDate,0.0
27,38,28,2,1,AddResponse,AddDate,0.0
28,38,29,1,2,AddResponse,AddDate,0.0
29,38,30,0,4,AddResponse,AddDate,0.0
30,38,31,1,1,AddResponse,AddDate,0.0
31,38,32,2,0,AddResponse,AddDate,0.0
32,38,33,0,0,AddResponse,AddDate,0.0
33,38,34,0,1,AddResponse,AddDate,0.0
34,38,35,2,4,AddResponse,AddDate,0.0
35,38,36,0,3,AddResponse,AddDate,0.0
36,38,37,1,4,AddResponse,AddDate,0.0
37,38,38,0,2,AddResponse,AddDate,0.0
38,38,39,0,0,AddResponse,AddDate,0.0
39,38,40,2,0,AddResponse,AddDate,0.0
40,38,41,2,1,AddResponse,AddDate,0.0
41,38,42,0,1,AddResponse,AddDate,0.0
42,38,43,2,3,AddResponse,AddDate,0.0
43,38,44,2,4,AddResponse,AddDate,0.0
44,38,45,2,0,AddResponse,AddDate,0.0
45,38,46,1,3,AddResponse,AddDate,0.0
46,38,47,2,2,AddResponse,AddDate,0.0
47,38,48,0,2,AddResponse,AddDate,0.0
48,38,49,1,0,AddResponse,AddDate,0.0
49,38,50,0,4,AddResponse,AddDate,0.0
50,38,51,0,0,AddResponse,AddDate,0.0
51,38,52,1,1,AddResponse,AddDate,0.0
52,38,53,2,4,AddResponse,AddDate,0.0
53,38,54,0,4,AddResponse,AddDate,0.0
54,38,55,2,0,AddResponse,AddDate,0.0
55,38,56,2,0,AddResponse,AddDate,0.0
56,38,57,1,4,AddResponse,AddDate,0.0
57,38,58,1,2,AddResponse,AddDate,0.0
58,38,59,0,0,AddResponse,AddDate,0.0
59,38,60,0,4,AddResponse,AddDate,0.0
60,38,61,1,4,AddResponse,AddDate,0.0
61,38,62,1,2,AddResponse,AddDate,0.0
62,38,63,1,3,AddResponse,AddDate,0.0
63,38,64,2,2,AddResponse,AddDate,0.0
64,38,65,2,1,AddResponse,AddDate,0.0
65,38,66,1,3,AddResponse,AddDate,0.0
66,38,67,1,1,AddResponse,AddDate,0.0
67,38,68,2,2,AddResponse,AddDate,0.0
68,38,69,1,0,AddResponse,AddDate,0.0
69,38,70,0,2,AddResponse,AddDate,0.0
70,38,71,2,3,AddResponse,AddDate,0.0
71,38,72,0,3,AddResponse,AddDate,0.0
72,38,73,2,1,AddResponse,AddDate,0.0
73,38,74,0,2,AddResponse,AddDate,0.0
74,38,75,0,1,AddResponse,AddDate,0.0
75,38,76,2,4,AddResponse,AddDate,0.0
76,38,77,0,0,AddResponse,AddDate,0.0
77,38,78,0,3,AddResponse,AddDate,0.0
