,Subject,TrialNumber,AudioStimulus,VisualStimulus,Response,DateTimeOfResponse,ResponseTime
0,48,1,2,0,AddResponse,AddDate,0.0
1,48,2,1,2,AddResponse,AddDate,0.0
2,48,3,0,4,AddResponse,AddDate,0.0
3,48,4,2,2,AddResponse,AddDate,0.0
4,48,5,0,1,AddResponse,AddDate,0.0
5,48,6,1,3,AddResponse,AddDate,0.0
6,48,7,1,2,AddResponse,AddDate,0.0
7,48,8,1,4,AddResponse,AddDate,0.0
8,48,9,1,4,AddResponse,AddDate,0.0
9,48,10,2,1,AddResponse,AddDate,0.0
10,48,11,1,3,AddResponse,AddDate,0.0
11,48,12,2,2,AddResponse,AddDate,0.0
12,48,13,1,1,AddResponse,AddDate,0.0
13,48,14,1,2,AddResponse,AddDate,0.0
14,48,15,0,4,AddResponse,AddDate,0.0
15,48,16,0,4,AddResponse,AddDate,0.0
16,48,17,1,2,AddResponse,AddDate,0.0
17,48,18,0,0,AddResponse,AddDate,0.0
18,48,19,2,0,AddResponse,AddDate,0.0
19,48,20,1,2,AddResponse,AddDate,0.0
20,48,21,2,1,AddResponse,AddDate,0.0
21,48,22,0,4,AddResponse,AddDate,0.0
22,48,23,2,3,AddResponse,AddDate,0.0
23,48,24,2,2,AddResponse,AddDate,0.0
24,48,25,2,4,AddResponse,AddDate,0.0
25,48,26,1,2,AddResponse,AddDate,0.0
26,48,27,0,3,AddResponse,AddDate,0.0
27,48,28,0,0,AddResponse,AddDate,0.0
28,48,29,1,0,AddResponse,AddDate,0.0
29,48,30,0,3,AddResponse,AddDate,0.0
30,48,31,0,4,AddResponse,AddDate,0.0
31,48,32,0,2,AddResponse,AddDate,0.0
32,48,33,0,0,AddResponse,AddDate,0.0
33,48,34,2,3,AddResponse,AddDate,0.0
34,48,35,2,0,AddResponse,AddDate,0.0
35,48,36,0,1,AddResponse,AddDate,0.0
36,48,37,2,0,AddResponse,AddDate,0.0
37,48,38,1,0,AddResponse,AddDate,0.0
38,48,39,2,3,AddResponse,AddDate,0.0
39,48,40,2,3,AddResponse,AddDate,0.0
40,48,41,2,4,AddResponse,AddDate,0.0
41,48,42,0,4,AddResponse,AddDate,0.0
42,48,43,0,2,AddResponse,AddDate,0.0
43,48,44,1,4,AddResponse,AddDate,0.0
44,48,45,0,1,AddResponse,AddDate,0.0
45,48,46,1,4,AddResponse,AddDate,0.0
46,48,47,2,3,AddResponse,AddDate,0.0
47,48,48,0,0,AddResponse,AddDate,0.0
48,48,49,2,1,AddResponse,AddDate,0.0
49,48,50,0,2,AddResponse,AddDate,0.0
50,48,51,2,4,AddResponse,AddDate,0.0
51,48,52,1,0,AddResponse,AddDate,0.0
52,48,53,1,1,AddResponse,AddDate,0.0
53,48,54,0,3,AddResponse,AddDate,0.0
54,48,55,1,1,AddResponse,AddDate,0.0
55,48,56,1,3,AddResponse,AddDate,0.0
56,48,57,1,1,AddResponse,AddDate,0.0
57,48,58,0,3,AddResponse,AddDate,0.0
58,48,59,2,4,AddResponse,AddDate,0.0
59,48,60,2,1,AddResponse,AddDate,0.0
60,48,61,1,4,AddResponse,AddDate,0.0
61,48,62,1,0,AddResponse,AddDate,0.0
62,48,63,0,3,AddResponse,AddDate,0.0
63,48,64,1,0,AddResponse,AddDate,0.0
64,48,65,0,2,AddResponse,AddDate,0.0
65,48,66,2,4,AddResponse,AddDate,0.0
66,48,67,0,1,AddResponse,AddDate,0.0
67,48,68,1,3,AddResponse,AddDate,0.0
68,48,69,2,0,AddResponse,AddDate,0.0
69,48,70,1,1,AddResponse,AddDate,0.0
70,48,71,2,0,AddResponse,AddDate,0.0
71,48,72,2,1,AddResponse,AddDate,0.0
72,48,73,2,2,AddResponse,AddDate,0.0
73,48,74,0,1,AddResponse,AddDate,0.0
74,48,75,0,2,AddResponse,AddDate,0.0
75,48,76,0,0,AddResponse,AddDate,0.0
76,48,77,1,3,AddResponse,AddDate,0.0
77,48,78,2,2,AddResponse,AddDate,0.0
