,Subject,TrialNumber,AudioStimulus,VisualStimulus,Response,DateTimeOfResponse,ResponseTime
0,13,1,2,0,AddResponse,AddDate,0.0
1,13,2,1,2,AddResponse,AddDate,0.0
2,13,3,0,4,AddResponse,AddDate,0.0
3,13,4,2,2,AddResponse,AddDate,0.0
4,13,5,2,2,AddResponse,AddDate,0.0
5,13,6,1,2,AddResponse,AddDate,0.0
6,13,7,1,1,AddResponse,AddDate,0.0
7,13,8,1,2,AddResponse,AddDate,0.0
8,13,9,2,4,AddResponse,AddDate,0.0
9,13,10,0,4,AddResponse,AddDate,0.0
10,13,11,2,4,AddResponse,AddDate,0.0
11,13,12,2,1,AddResponse,AddDate,0.0
12,13,13,1,0,AddResponse,AddDate,0.0
13,13,14,2,1,AddResponse,AddDate,0.0
14,13,15,0,1,AddResponse,AddDate,0.0
15,13,16,2,2,AddResponse,AddDate,0.0
16,13,17,2,0,AddResponse,AddDate,0.0
17,13,18,1,0,AddResponse,AddDate,0.0
18,13,19,0,2,AddResponse,AddDate,0.0
19,13,20,2,3,AddResponse,AddDate,0.0
20,13,21,1,4,AddResponse,AddDate,0.0
21,13,22,1,2,AddResponse,AddDate,0.0
22,13,23,1,1,AddResponse,AddDate,0.0
23,13,24,1,4,AddResponse,AddDate,0.0
24,13,25,2,4,AddResponse,AddDate,0.0
25,13,26,1,3,AddResponse,AddDate,0.0
26,13,27,0,2,AddResponse,AddDate,0.0
27,13,28,1,2,AddResponse,AddDate,0.0
28,13,29,0,3,AddResponse,AddDate,0.0
29,13,30,0,0,AddResponse,AddDate,0.0
30,13,31,0,3,AddResponse,AddDate,0.0
31,13,32,2,1,AddResponse,AddDate,0.0
32,13,33,1,2,AddResponse,AddDate,0.0
33,13,34,1,0,AddResponse,AddDate,0.0
34,13,35,0,1,AddResponse,AddDate,0.0
35,13,36,0,3,AddResponse,AddDate,0.0
36,13,37,2,4,AddResponse,AddDate,0.0
37,13,38,0,0,AddResponse,AddDate,0.0
38,13,39,1,1,AddResponse,AddDate,0.0
39,13,40,2,2,AddResponse,AddDate,0.0
40,13,41,2,0,AddResponse,AddDate,0.0
41,13,42,0,3,AddResponse,AddDate,0.0
42,13,43,2,1,AddResponse,AddDate,0.0
43,13,44,1,3,AddResponse,AddDate,0.0
44,13,45,1,1,AddResponse,AddDate,0.0
45,13,46,1,1,AddResponse,AddDate,0.0
46,13,47,1,3,AddResponse,AddDate,0.0
47,13,48,1,0,AddResponse,AddDate,0.0
48,13,49,1,3,AddResponse,AddDate,0.0
49,13,50,0,0,AddResponse,AddDate,0.0
50,13,51,2,0,AddResponse,AddDate,0.0
51,13,52,0,3,AddResponse,AddDate,0.0
52,13,53,0,4,AddResponse,AddDate,0.0
53,13,54,1,4,AddResponse,AddDate,0.0
54,13,55,0,4,AddResponse,AddDate,0.0
55,13,56,2,1,AddResponse,AddDate,0.0
56,13,57,1,0,AddResponse,AddDate,0.0
57,13,58,2,3,AddResponse,AddDate,0.0
58,13,59,2,3,AddResponse,AddDate,0.0
59,13,60,1,3,AddResponse,AddDate,0.0
60,13,61,0,4,AddResponse,AddDate,0.0
61,13,62,0,2,AddResponse,AddDate,0.0
62,13,63,2,3,AddResponse,AddDate,0.0
63,13,64,0,2,AddResponse,AddDate,0.0
64,13,65,0,0,AddResponse,AddDate,0.0
65,13,66,1,4,AddResponse,AddDate,0.0
66,13,67,1,4,AddResponse,AddDate,0.0
67,13,68,2,0,AddResponse,AddDate,0.0
68,13,69,2,2,AddResponse,AddDate,0.0
69,13,70,0,1,AddResponse,AddDate,0.0
70,13,71,2,0,AddResponse,AddDate,0.0
71,13,72,0,4,AddResponse,AddDate,0.0
72,13,73,2,3,AddResponse,AddDate,0.0
73,13,74,2,4,AddResponse,AddDate,0.0
74,13,75,0,2,AddResponse,AddDate,0.0
75,13,76,0,1,AddResponse,AddDate,0.0
76,13,77,0,0,AddResponse,AddDate,0.0
77,13,78,0,1,AddResponse,AddDate,0.0
