,Subject,TrialNumber,AudioStimulus,VisualStimulus,Response,DateTimeOfResponse,ResponseTime
0,22,1,2,0,AddResponse,AddDate,0.0
1,22,2,1,2,AddResponse,AddDate,0.0
2,22,3,0,4,AddResponse,AddDate,0.0
3,22,4,0,3,AddResponse,AddDate,0.0
4,22,5,1,4,AddResponse,AddDate,0.0
5,22,6,0,2,AddResponse,AddDate,0.0
6,22,7,1,0,AddResponse,AddDate,0.0
7,22,8,2,3,AddResponse,AddDate,0.0
8,22,9,1,3,AddResponse,AddDate,0.0
9,22,10,0,2,AddResponse,AddDate,0.0
10,22,11,1,2,AddResponse,AddDate,0.0
11,22,12,2,0,AddResponse,AddDate,0.0
12,22,13,0,4,AddResponse,AddDate,0.0
13,22,14,2,0,AddResponse,AddDate,0.0
14,22,15,0,2,AddResponse,AddDate,0.0
15,22,16,2,0,AddResponse,AddDate,0.0
16,22,17,1,1,AddResponse,AddDate,0.0
17,22,18,1,3,AddResponse,AddDate,0.0
18,22,19,2,4,AddResponse,AddDate,0.0
19,22,20,2,2,AddResponse,AddDate,0.0
20,22,21,1,3,AddResponse,AddDate,0.0
21,22,22,2,3,AddResponse,AddDate,0.0
22,22,23,2,1,AddResponse,AddDate,0.0
23,22,24,0,0,AddResponse,AddDate,0.0
24,22,25,0,2,AddResponse,AddDate,0.0
25,22,26,2,1,AddResponse,AddDate,0.0
26,22,27,1,1,AddResponse,AddDate,0.0
27,22,28,2,3,AddResponse,AddDate,0.0
28,22,29,0,4,AddResponse,AddDate,0.0
29,22,30,0,0,AddResponse,AddDate,0.0
30,22,31,0,0,AddResponse,AddDate,0.0
31,22,32,1,1,AddResponse,AddDate,0.0
32,22,33,1,2,AddResponse,AddDate,0.0
33,22,34,0,3,AddResponse,AddDate,0.0
34,22,35,2,4,AddResponse,AddDate,0.0
35,22,36,0,1,AddResponse,AddDate,0.0
36,22,37,2,1,AddResponse,AddDate,0.0
37,22,38,1,1,AddResponse,AddDate,0.0
38,22,39,2,4,AddResponse,AddDate,0.0
39,22,40,2,0,AddResponse,AddDate,0.0
40,22,41,0,0,AddResponse,AddDate,0.0
41,22,42,2,4,AddResponse,AddDate,0.0
42,22,43,1,4,AddResponse,AddDate,0.0
43,22,44,0,1,AddResponse,AddDate,0.0
44,22,45,1,2,AddResponse,AddDate,0.0
45,22,46,0,1,AddResponse,AddDate,0.0
46,22,47,2,2,AddResponse,AddDate,0.0
47,22,48,2,1,AddResponse,AddDate,0.0
48,22,49,1,0,AddResponse,AddDate,0.0
49,22,50,2,2,AddResponse,AddDate,0.0
50,22,51,1,3,AddResponse,AddDate,0.0
51,22,52,1,2,AddResponse,AddDate,0.0
52,22,53,0,4,AddResponse,AddDate,0.0
53,22,54,0,3,AddResponse,AddDate,0.0
54,22,55,2,0,AddResponse,AddDate,0.0
55,22,56,2,2,AddResponse,AddDate,0.0
56,22,57,1,0,AddResponse,AddDate,0.0
57,22,58,0,3,AddResponse,AddDate,0.0
58,22,59,1,0,AddResponse,AddDate,0.0
59,22,60,2,2,AddResponse,AddDate,0.0
60,22,61,0,4,AddResponse,AddDate,0.0
61,22,62,0,3,AddResponse,AddDate,0.0
62,22,63,0,2,AddResponse,AddDate,0.0
63,22,64,0,0,AddResponse,AddDate,0.0
64,22,65,2,3,AddResponse,AddDate,0.0
65,22,66,2,3,AddResponse,AddDate,0.0
66,22,67,0,4,AddResponse,AddDate,0.0
67,22,68,1,1,AddResponse,AddDate,0.0
68,22,69,1,2,AddResponse,AddDate,0.0
69,22,70,0,1,AddResponse,AddDate,0.0
70,22,71,0,1,AddResponse,AddDate,0.0
71,22,72,2,4,AddResponse,AddDate,0.0
72,22,73,1,3,AddResponse,AddDate,0.0
73,22,74,1,4,AddResponse,AddDate,0.0
74,22,75,1,4,AddResponse,AddDate,0.0
75,22,76,2,1,AddResponse,AddDate,0.0
76,22,77,1,0,AddResponse,AddDate,0.0
77,22,78,1,4,AddResponse,AddDate,0.0
