,Subject,TrialNumber,AudioStimulus,VisualStimulus,Response,DateTimeOfResponse,ResponseTime
0,48,1,1,1,AddResponse,AddDate,0.0
1,48,2,1,0,AddResponse,AddDate,0.0
2,48,3,1,0,AddResponse,AddDate,0.0
3,48,4,2,3,AddResponse,AddDate,0.0
4,48,5,2,2,AddResponse,AddDate,0.0
5,48,6,2,0,AddResponse,AddDate,0.0
6,48,7,0,4,AddResponse,AddDate,0.0
7,48,8,1,2,AddResponse,AddDate,0.0
8,48,9,2,1,AddResponse,AddDate,0.0
9,48,10,0,0,AddResponse,AddDate,0.0
10,48,11,2,1,AddResponse,AddDate,0.0
11,48,12,1,2,AddResponse,AddDate,0.0
12,48,13,2,0,AddResponse,AddDate,0.0
13,48,14,0,3,AddResponse,AddDate,0.0
14,48,15,2,3,AddResponse,AddDate,0.0
15,48,16,2,4,AddResponse,AddDate,0.0
16,48,17,2,0,AddResponse,AddDate,0.0
17,48,18,1,4,AddResponse,AddDate,0.0
18,48,19,2,2,AddResponse,AddDate,0.0
19,48,20,1,3,AddResponse,AddDate,0.0
20,48,21,0,1,AddResponse,AddDate,0.0
21,48,22,1,4,AddResponse,AddDate,0.0
22,48,23,0,1,AddResponse,AddDate,0.0
23,48,24,0,3,AddResponse,AddDate,0.0
24,48,25,2,4,AddResponse,AddDate,0.0
25,48,26,0,2,AddResponse,AddDate,0.0
26,48,27,2,0,AddResponse,AddDate,0.0
27,48,28,1,3,AddResponse,AddDate,0.0
28,48,29,2,4,AddResponse,AddDate,0.0
29,48,30,1,4,AddResponse,AddDate,0.0
30,48,31,2,3,AddResponse,AddDate,0.0
31,48,32,1,0,AddResponse,AddDate,0.0
32,48,33,1,3,AddResponse,AddDate,0.0
33,48,34,2,1,AddResponse,AddDate,0.0
34,48,35,2,2,AddResponse,AddDate,0.0
35,48,36,0,3,AddResponse,AddDate,0.0
36,48,37,1,1,AddResponse,AddDate,0.0
37,48,38,1,1,AddResponse,AddDate,0.0
38,48,39,0,1,AddResponse,AddDate,0.0
39,48,40,0,2,AddResponse,AddDate,0.0
40,48,41,1,1,AddResponse,AddDate,0.0
41,48,42,1,2,AddResponse,AddDate,0.0
42,48,43,1,1,AddResponse,AddDate,0.0
43,48,44,0,0,AddResponse,AddDate,0.0
44,48,45,1,0,AddResponse,AddDate,0.0
45,48,46,1,3,AddResponse,AddDate,0.0
46,48,47,1,0,AddResponse,AddDate,0.0
47,48,48,0,0,AddResponse,AddDate,0.0
48,48,49,1,3,AddResponse,AddDate,0.0
49,48,50,1,2,AddResponse,AddDate,0.0
50,48,51,2,2,AddResponse,AddDate,0.0
51,48,52,1,2,AddResponse,AddDate,0.0
52,48,53,2,4,AddResponse,AddDate,0.0
53,48,54,0,0,AddResponse,AddDate,0.0
54,48,55,1,4,AddResponse,AddDate,0.0
55,48,56,1,4,AddResponse,AddDate,0.0
56,48,57,0,2,AddResponse,AddDate,0.0
57,48,58,0,4,AddResponse,AddDate,0.0
58,48,59,0,2,AddResponse,AddDate,0.0
59,48,60,0,4,AddResponse,AddDate,0.0
60,48,61,0,3,AddResponse,AddDate,0.0
61,48,62,2,1,AddResponse,AddDate,0.0
62,48,63,0,1,AddResponse,AddDate,0.0
63,48,64,2,4,AddResponse,AddDate,0.0
64,48,65,0,3,AddResponse,AddDate,0.0
65,48,66,0,4,AddResponse,AddDate,0.0
66,48,67,2,0,AddResponse,AddDate,0.0
67,48,68,2,3,AddResponse,AddDate,0.0
68,48,69,2,2,AddResponse,AddDate,0.0
69,48,70,0,1,AddResponse,AddDate,0.0
70,48,71,0,2,AddResponse,AddDate,0.0
71,48,72,2,3,AddResponse,AddDate,0.0
72,48,73,0,4,AddResponse,AddDate,0.0
73,48,74,0,0,AddResponse,AddDate,0.0
74,48,75,2,1,AddResponse,AddDate,0.0
