,Subject,TrialNumber,AudioStimulus,VisualStimulus,Response,DateTimeOfResponse,ResponseTime
0,4,1,2,1,AddResponse,AddDate,0.0
1,4,2,0,4,AddResponse,AddDate,0.0
2,4,3,1,2,AddResponse,AddDate,0.0
3,4,4,0,1,AddResponse,AddDate,0.0
4,4,5,1,0,AddResponse,AddDate,0.0
5,4,6,0,4,AddResponse,AddDate,0.0
6,4,7,1,2,AddResponse,AddDate,0.0
7,4,8,0,2,AddResponse,AddDate,0.0
8,4,9,2,0,AddResponse,AddDate,0.0
9,4,10,0,4,AddResponse,AddDate,0.0
10,4,11,0,1,AddResponse,AddDate,0.0
11,4,12,0,2,AddResponse,AddDate,0.0
12,4,13,2,4,AddResponse,AddDate,0.0
13,4,14,0,4,AddResponse,AddDate,0.0
14,4,15,1,4,AddResponse,AddDate,0.0
15,4,16,1,0,AddResponse,AddDate,0.0
16,4,17,1,4,AddResponse,AddDate,0.0
17,4,18,1,1,AddResponse,AddDate,0.0
18,4,19,0,3,AddResponse,AddDate,0.0
19,4,20,1,4,AddResponse,AddDate,0.0
20,4,21,0,1,AddResponse,AddDate,0.0
21,4,22,2,4,AddResponse,AddDate,0.0
22,4,23,0,0,AddResponse,AddDate,0.0
23,4,24,1,0,AddResponse,AddDate,0.0
24,4,25,1,3,AddResponse,AddDate,0.0
25,4,26,0,2,AddResponse,AddDate,0.0
26,4,27,2,1,AddResponse,AddDate,0.0
27,4,28,2,2,AddResponse,AddDate,0.0
28,4,29,2,0,AddResponse,AddDate,0.0
29,4,30,0,3,AddResponse,AddDate,0.0
30,4,31,2,3,AddResponse,AddDate,0.0
31,4,32,0,0,AddResponse,AddDate,0.0
32,4,33,2,0,AddResponse,AddDate,0.0
33,4,34,0,2,AddResponse,AddDate,0.0
34,4,35,2,0,AddResponse,AddDate,0.0
35,4,36,2,2,AddResponse,AddDate,0.0
36,4,37,0,0,AddResponse,AddDate,0.0
37,4,38,2,4,AddResponse,AddDate,0.0
38,4,39,2,3,AddResponse,AddDate,0.0
39,4,40,2,3,AddResponse,AddDate,0.0
40,4,41,1,4,AddResponse,AddDate,0.0
41,4,42,1,2,AddResponse,AddDate,0.0
42,4,43,1,4,AddResponse,AddDate,0.0
43,4,44,0,3,AddResponse,AddDate,0.0
44,4,45,0,1,AddResponse,AddDate,0.0
45,4,46,1,0,AddResponse,AddDate,0.0
46,4,47,0,0,AddResponse,AddDate,0.0
47,4,48,1,2,AddResponse,AddDate,0.0
48,4,49,2,2,AddResponse,AddDate,0.0
49,4,50,2,2,AddResponse,AddDate,0.0
50,4,51,0,2,AddResponse,AddDate,0.0
51,4,52,2,4,AddResponse,AddDate,0.0
52,4,53,1,3,AddResponse,AddDate,0.0
53,4,54,0,0,AddResponse,AddDate,0.0
54,4,55,1,2,AddResponse,AddDate,0.0
55,4,56,2,1,AddResponse,AddDate,0.0
56,4,57,2,1,AddResponse,AddDate,0.0
57,4,58,2,3,AddResponse,AddDate,0.0
58,4,59,2,2,AddResponse,AddDate,0.0
59,4,60,2,0,AddResponse,AddDate,0.0
60,4,61,1,3,AddResponse,AddDate,0.0
61,4,62,0,1,AddResponse,AddDate,0.0
62,4,63,1,3,AddResponse,AddDate,0.0
63,4,64,1,3,AddResponse,AddDate,0.0
64,4,65,0,3,AddResponse,AddDate,0.0
65,4,66,1,1,AddResponse,AddDate,0.0
66,4,67,0,4,AddResponse,AddDate,0.0
67,4,68,1,1,AddResponse,AddDate,0.0
68,4,69,1,1,AddResponse,AddDate,0.0
69,4,70,1,1,AddResponse,AddDate,0.0
70,4,71,1,0,AddResponse,AddDate,0.0
71,4,72,2,4,AddResponse,AddDate,0.0
72,4,73,2,1,AddResponse,AddDate,0.0
73,4,74,2,3,AddResponse,AddDate,0.0
74,4,75,0,3,AddResponse,AddDate,0.0
