,Subject,TrialNumber,AudioStimulus,VisualStimulus,Response,DateTimeOfResponse,ResponseTime
0,39,1,1,1,AddResponse,AddDate,0.0
1,39,2,2,0,AddResponse,AddDate,0.0
2,39,3,1,4,AddResponse,AddDate,0.0
3,39,4,1,0,AddResponse,AddDate,0.0
4,39,5,2,4,AddResponse,AddDate,0.0
5,39,6,1,3,AddResponse,AddDate,0.0
6,39,7,2,2,AddResponse,AddDate,0.0
7,39,8,2,3,AddResponse,AddDate,0.0
8,39,9,2,2,AddResponse,AddDate,0.0
9,39,10,2,1,AddResponse,AddDate,0.0
10,39,11,2,0,AddResponse,AddDate,0.0
11,39,12,0,3,AddResponse,AddDate,0.0
12,39,13,1,0,AddResponse,AddDate,0.0
13,39,14,0,1,AddResponse,AddDate,0.0
14,39,15,1,4,AddResponse,AddDate,0.0
15,39,16,0,4,AddResponse,AddDate,0.0
16,39,17,2,4,AddResponse,AddDate,0.0
17,39,18,0,3,AddResponse,AddDate,0.0
18,39,19,1,0,AddResponse,AddDate,0.0
19,39,20,1,2,AddResponse,AddDate,0.0
20,39,21,2,4,AddResponse,AddDate,0.0
21,39,22,0,0,AddResponse,AddDate,0.0
22,39,23,0,4,AddResponse,AddDate,0.0
23,39,24,0,1,AddResponse,AddDate,0.0
24,39,25,2,4,AddResponse,AddDate,0.0
25,39,26,2,3,AddResponse,AddDate,0.0
26,39,27,0,3,AddResponse,AddDate,0.0
27,39,28,0,0,AddResponse,AddDate,0.0
28,39,29,2,0,AddResponse,AddDate,0.0
29,39,30,1,3,AddResponse,AddDate,0.0
30,39,31,2,1,AddResponse,AddDate,0.0
31,39,32,1,2,AddResponse,AddDate,0.0
32,39,33,0,0,AddResponse,AddDate,0.0
33,39,34,2,2,AddResponse,AddDate,0.0
34,39,35,1,4,AddResponse,AddDate,0.0
35,39,36,0,2,AddResponse,AddDate,0.0
36,39,37,2,1,AddResponse,AddDate,0.0
37,39,38,0,4,AddResponse,AddDate,0.0
38,39,39,1,1,AddResponse,AddDate,0.0
39,39,40,0,3,AddResponse,AddDate,0.0
40,39,41,0,2,AddResponse,AddDate,0.0
41,39,42,0,2,AddResponse,AddDate,0.0
42,39,43,1,3,AddResponse,AddDate,0.0
43,39,44,1,1,AddResponse,AddDate,0.0
44,39,45,1,1,AddResponse,AddDate,0.0
45,39,46,0,1,AddResponse,AddDate,0.0
46,39,47,2,2,AddResponse,AddDate,0.0
47,39,48,0,4,AddResponse,AddDate,0.0
48,39,49,1,3,AddResponse,AddDate,0.0
49,39,50,2,1,AddResponse,AddDate,0.0
50,39,51,1,4,AddResponse,AddDate,0.0
51,39,52,1,2,AddResponse,AddDate,0.0
52,39,53,1,2,AddResponse,AddDate,0.0
53,39,54,0,0,AddResponse,AddDate,0.0
54,39,55,1,0,AddResponse,AddDate,0.0
55,39,56,0,2,AddResponse,AddDate,0.0
56,39,57,0,2,AddResponse,AddDate,0.0
57,39,58,1,1,AddResponse,AddDate,0.0
58,39,59,0,3,AddResponse,AddDate,0.0
59,39,60,2,2,AddResponse,AddDate,0.0
60,39,61,1,3,AddResponse,AddDate,0.0
61,39,62,1,2,AddResponse,AddDate,0.0
62,39,63,0,4,AddResponse,AddDate,0.0
63,39,64,0,0,AddResponse,AddDate,0.0
64,39,65,0,1,AddResponse,AddDate,0.0
65,39,66,2,1,AddResponse,AddDate,0.0
66,39,67,1,0,AddResponse,AddDate,0.0
67,39,68,2,0,AddResponse,AddDate,0.0
68,39,69,2,3,AddResponse,AddDate,0.0
69,39,70,2,0,AddResponse,AddDate,0.0
70,39,71,2,4,AddResponse,AddDate,0.0
71,39,72,1,4,AddResponse,AddDate,0.0
72,39,73,0,1,AddResponse,AddDate,0.0
73,39,74,2,3,AddResponse,AddDate,0.0
74,39,75,2,3,AddResponse,AddDate,0.0
