,Subject,TrialNumber,Rooms,Response,Confidence,DateTimeOfResponse
0,21,1,AC,AddResponse,AddConfidence,AddDate
1,21,2,BD,AddResponse,AddConfidence,AddDate
2,21,3,BA,AddResponse,AddConfidence,AddDate
3,21,4,AC,AddResponse,AddConfidence,AddDate
4,21,5,CD,AddResponse,AddConfidence,AddDate
5,21,6,BE,AddResponse,AddConfidence,AddDate
6,21,7,BC,AddResponse,AddConfidence,AddDate
7,21,8,CD,AddResponse,AddConfidence,AddDate
8,21,9,AC,AddResponse,AddConfidence,AddDate
9,21,10,BE,AddResponse,AddConfidence,AddDate
10,21,11,AD,AddResponse,AddConfidence,AddDate
11,21,12,AB,AddResponse,AddConfidence,AddDate
12,21,13,BD,AddResponse,AddConfidence,AddDate
13,21,14,BE,AddResponse,AddConfidence,AddDate
14,21,15,BD,AddResponse,AddConfidence,AddDate
15,21,16,BE,AddResponse,AddConfidence,AddDate
16,21,17,BA,AddResponse,AddConfidence,AddDate
17,21,18,DE,AddResponse,AddConfidence,AddDate
18,21,19,AE,AddResponse,AddConfidence,AddDate
19,21,20,DE,AddResponse,AddConfidence,AddDate
20,21,21,BD,AddResponse,AddConfidence,AddDate
21,21,22,AC,AddResponse,AddConfidence,AddDate
22,21,23,BD,AddResponse,AddConfidence,AddDate
23,21,24,AE,AddResponse,AddConfidence,AddDate
24,21,25,DE,AddResponse,AddConfidence,AddDate
25,21,26,BC,AddResponse,AddConfidence,AddDate
26,21,27,AE,AddResponse,AddConfidence,AddDate
27,21,28,CE,AddResponse,AddConfidence,AddDate
28,21,29,BC,AddResponse,AddConfidence,AddDate
29,21,30,BC,AddResponse,AddConfidence,AddDate
30,21,31,AD,AddResponse,AddConfidence,AddDate
31,21,32,AD,AddResponse,AddConfidence,AddDate
32,21,33,AD,AddResponse,AddConfidence,AddDate
33,21,34,BC,AddResponse,AddConfidence,AddDate
34,21,35,BE,AddResponse,AddConfidence,AddDate
35,21,36,AE,AddResponse,AddConfidence,AddDate
36,21,37,AC,AddResponse,AddConfidence,AddDate
37,21,38,BD,AddResponse,AddConfidence,AddDate
38,21,39,AB,AddResponse,AddConfidence,AddDate
39,21,40,BA,AddResponse,AddConfidence,AddDate
40,21,41,DE,AddResponse,AddConfidence,AddDate
41,21,42,AC,AddResponse,AddConfidence,AddDate
42,21,43,CD,AddResponse,AddConfidence,AddDate
43,21,44,CE,AddResponse,AddConfidence,AddDate
44,21,45,BA,AddResponse,AddConfidence,AddDate
45,21,46,DE,AddResponse,AddConfidence,AddDate
46,21,47,BD,AddResponse,AddConfidence,AddDate
47,21,48,AD,AddResponse,AddConfidence,AddDate
48,21,49,AE,AddResponse,AddConfidence,AddDate
49,21,50,CE,AddResponse,AddConfidence,AddDate
50,21,51,AB,AddResponse,AddConfidence,AddDate
51,21,52,AC,AddResponse,AddConfidence,AddDate
52,21,53,BC,AddResponse,AddConfidence,AddDate
53,21,54,CD,AddResponse,AddConfidence,AddDate
54,21,55,CE,AddResponse,AddConfidence,AddDate
55,21,56,CE,AddResponse,AddConfidence,AddDate
56,21,57,BE,AddResponse,AddConfidence,AddDate
57,21,58,CD,AddResponse,AddConfidence,AddDate
58,21,59,AE,AddResponse,AddConfidence,AddDate
59,21,60,AD,AddResponse,AddConfidence,AddDate
60,21,61,CD,AddResponse,AddConfidence,AddDate
61,21,62,DE,AddResponse,AddConfidence,AddDate
62,21,63,CE,AddResponse,AddConfidence,AddDate
