,Subject,TrialNumber,Rooms,Response,Confidence,DateTimeOfResponse
0,43,1,AC,AddResponse,AddConfidence,AddDate
1,43,2,BD,AddResponse,AddConfidence,AddDate
2,43,3,BA,AddResponse,AddConfidence,AddDate
3,43,4,CE,AddResponse,AddConfidence,AddDate
4,43,5,DE,AddResponse,AddConfidence,AddDate
5,43,6,BE,AddResponse,AddConfidence,AddDate
6,43,7,AC,AddResponse,AddConfidence,AddDate
7,43,8,BA,AddResponse,AddConfidence,AddDate
8,43,9,AC,AddResponse,AddConfidence,AddDate
9,43,10,CD,AddResponse,AddConfidence,AddDate
10,43,11,DE,AddResponse,AddConfidence,AddDate
11,43,12,BD,AddResponse,AddConfidence,AddDate
12,43,13,BE,AddResponse,AddConfidence,AddDate
13,43,14,DE,AddResponse,AddConfidence,AddDate
14,43,15,BC,AddResponse,AddConfidence,AddDate
15,43,16,BD,AddResponse,AddConfidence,AddDate
16,43,17,BD,AddResponse,AddConfidence,AddDate
17,43,18,AD,AddResponse,AddConfidence,AddDate
18,43,19,CD,AddResponse,AddConfidence,AddDate
19,43,20,CE,AddResponse,AddConfidence,AddDate
20,43,21,BE,AddResponse,AddConfidence,AddDate
21,43,22,CE,AddResponse,AddConfidence,AddDate
22,43,23,AE,AddResponse,AddConfidence,AddDate
23,43,24,AC,AddResponse,AddConfidence,AddDate
24,43,25,BA,AddResponse,AddConfidence,AddDate
25,43,26,BD,AddResponse,AddConfidence,AddDate
26,43,27,AE,AddResponse,AddConfidence,AddDate
27,43,28,AE,AddResponse,AddConfidence,AddDate
28,43,29,AB,AddResponse,AddConfidence,AddDate
29,43,30,CD,AddResponse,AddConfidence,AddDate
30,43,31,BC,AddResponse,AddConfidence,AddDate
31,43,32,AE,AddResponse,AddConfidence,AddDate
32,43,33,AD,AddResponse,AddConfidence,AddDate
33,43,34,CD,AddResponse,AddConfidence,AddDate
34,43,35,BC,AddResponse,AddConfidence,AddDate
35,43,36,AD,AddResponse,AddConfidence,AddDate
36,43,37,AB,AddResponse,AddConfidence,AddDate
37,43,38,AD,AddResponse,AddConfidence,AddDate
38,43,39,DE,AddResponse,AddConfidence,AddDate
39,43,40,BE,AddResponse,AddConfidence,AddDate
40,43,41,AD,AddResponse,AddConfidence,AddDate
41,43,42,BC,AddResponse,AddConfidence,AddDate
42,43,43,CE,AddResponse,AddConfidence,AddDate
43,43,44,CE,AddResponse,AddConfidence,AddDate
44,43,45,AE,AddResponse,AddConfidence,AddDate
45,43,46,AC,AddResponse,AddConfidence,AddDate
46,43,47,AC,AddResponse,AddConfidence,AddDate
47,43,48,BA,AddResponse,AddConfidence,AddDate
48,43,49,DE,AddResponse,AddConfidence,AddDate
49,43,50,CE,AddResponse,AddConfidence,AddDate
50,43,51,CD,AddResponse,AddConfidence,AddDate
51,43,52,CD,AddResponse,AddConfidence,AddDate
52,43,53,BD,AddResponse,AddConfidence,AddDate
53,43,54,AE,AddResponse,AddConfidence,AddDate
54,43,55,BE,AddResponse,AddConfidence,AddDate
55,43,56,DE,AddResponse,AddConfidence,AddDate
56,43,57,AC,AddResponse,AddConfidence,AddDate
57,43,58,AD,AddResponse,AddConfidence,AddDate
58,43,59,BC,AddResponse,AddConfidence,AddDate
59,43,60,BC,AddResponse,AddConfidence,AddDate
60,43,61,AB,AddResponse,AddConfidence,AddDate
61,43,62,BE,AddResponse,AddConfidence,AddDate
62,43,63,BD,AddResponse,AddConfidence,AddDate
