,Subject,TrialNumber,Rooms,Response,Confidence,DateTimeOfResponse
0,22,1,AC,AddResponse,AddConfidence,AddDate
1,22,2,BD,AddResponse,AddConfidence,AddDate
2,22,3,BA,AddResponse,AddConfidence,AddDate
3,22,4,AC,AddResponse,AddConfidence,AddDate
4,22,5,CD,AddResponse,AddConfidence,AddDate
5,22,6,AD,AddResponse,AddConfidence,AddDate
6,22,7,AB,AddResponse,AddConfidence,AddDate
7,22,8,AE,AddResponse,AddConfidence,AddDate
8,22,9,BD,AddResponse,AddConfidence,AddDate
9,22,10,CD,AddResponse,AddConfidence,AddDate
10,22,11,BE,AddResponse,AddConfidence,AddDate
11,22,12,CE,AddResponse,AddConfidence,AddDate
12,22,13,AE,AddResponse,AddConfidence,AddDate
13,22,14,BE,AddResponse,AddConfidence,AddDate
14,22,15,DE,AddResponse,AddConfidence,AddDate
15,22,16,AD,AddResponse,AddConfidence,AddDate
16,22,17,AC,AddResponse,AddConfidence,AddDate
17,22,18,DE,AddResponse,AddConfidence,AddDate
18,22,19,BA,AddResponse,AddConfidence,AddDate
19,22,20,AE,AddResponse,AddConfidence,AddDate
20,22,21,CD,AddResponse,AddConfidence,AddDate
21,22,22,CD,AddResponse,AddConfidence,AddDate
22,22,23,BD,AddResponse,AddConfidence,AddDate
23,22,24,AC,AddResponse,AddConfidence,AddDate
24,22,25,AE,AddResponse,AddConfidence,AddDate
25,22,26,BC,AddResponse,AddConfidence,AddDate
26,22,27,CE,AddResponse,AddConfidence,AddDate
27,22,28,AB,AddResponse,AddConfidence,AddDate
28,22,29,AB,AddResponse,AddConfidence,AddDate
29,22,30,BD,AddResponse,AddConfidence,AddDate
30,22,31,CE,AddResponse,AddConfidence,AddDate
31,22,32,AD,AddResponse,AddConfidence,AddDate
32,22,33,DE,AddResponse,AddConfidence,AddDate
33,22,34,BE,AddResponse,AddConfidence,AddDate
34,22,35,BC,AddResponse,AddConfidence,AddDate
35,22,36,AD,AddResponse,AddConfidence,AddDate
36,22,37,AD,AddResponse,AddConfidence,AddDate
37,22,38,AD,AddResponse,AddConfidence,AddDate
38,22,39,CD,AddResponse,AddConfidence,AddDate
39,22,40,DE,AddResponse,AddConfidence,AddDate
40,22,41,AE,AddResponse,AddConfidence,AddDate
41,22,42,BE,AddResponse,AddConfidence,AddDate
42,22,43,BD,AddResponse,AddConfidence,AddDate
43,22,44,AC,AddResponse,AddConfidence,AddDate
44,22,45,CE,AddResponse,AddConfidence,AddDate
45,22,46,BE,AddResponse,AddConfidence,AddDate
46,22,47,BC,AddResponse,AddConfidence,AddDate
47,22,48,AC,AddResponse,AddConfidence,AddDate
48,22,49,CD,AddResponse,AddConfidence,AddDate
49,22,50,BE,AddResponse,AddConfidence,AddDate
50,22,51,BA,AddResponse,AddConfidence,AddDate
51,22,52,BD,AddResponse,AddConfidence,AddDate
52,22,53,BA,AddResponse,AddConfidence,AddDate
53,22,54,BC,AddResponse,AddConfidence,AddDate
54,22,55,DE,AddResponse,AddConfidence,AddDate
55,22,56,BC,AddResponse,AddConfidence,AddDate
56,22,57,BD,AddResponse,AddConfidence,AddDate
57,22,58,AC,AddResponse,AddConfidence,AddDate
58,22,59,CE,AddResponse,AddConfidence,AddDate
59,22,60,CE,AddResponse,AddConfidence,AddDate
60,22,61,DE,AddResponse,AddConfidence,AddDate
61,22,62,AE,AddResponse,AddConfidence,AddDate
62,22,63,BC,AddResponse,AddConfidence,AddDate
