,Subject,TrialNumber,Rooms,Response,Confidence,DateTimeOfResponse
0,34,1,AC,AddResponse,AddConfidence,AddDate
1,34,2,BD,AddResponse,AddConfidence,AddDate
2,34,3,BA,AddResponse,AddConfidence,AddDate
3,34,4,DE,AddResponse,AddConfidence,AddDate
4,34,5,BC,AddResponse,AddConfidence,AddDate
5,34,6,BA,AddResponse,AddConfidence,AddDate
6,34,7,CE,AddResponse,AddConfidence,AddDate
7,34,8,CD,AddResponse,AddConfidence,AddDate
8,34,9,BC,AddResponse,AddConfidence,AddDate
9,34,10,CD,AddResponse,AddConfidence,AddDate
10,34,11,BC,AddResponse,AddConfidence,AddDate
11,34,12,AB,AddResponse,AddConfidence,AddDate
12,34,13,BC,AddResponse,AddConfidence,AddDate
13,34,14,CD,AddResponse,AddConfidence,AddDate
14,34,15,BD,AddResponse,AddConfidence,AddDate
15,34,16,AC,AddResponse,AddConfidence,AddDate
16,34,17,CE,AddResponse,AddConfidence,AddDate
17,34,18,DE,AddResponse,AddConfidence,AddDate
18,34,19,AC,AddResponse,AddConfidence,AddDate
19,34,20,AC,AddResponse,AddConfidence,AddDate
20,34,21,DE,AddResponse,AddConfidence,AddDate
21,34,22,BD,AddResponse,AddConfidence,AddDate
22,34,23,BE,AddResponse,AddConfidence,AddDate
23,34,24,AD,AddResponse,AddConfidence,AddDate
24,34,25,AD,AddResponse,AddConfidence,AddDate
25,34,26,CD,AddResponse,AddConfidence,AddDate
26,34,27,AD,AddResponse,AddConfidence,AddDate
27,34,28,DE,AddResponse,AddConfidence,AddDate
28,34,29,AE,AddResponse,AddConfidence,AddDate
29,34,30,BE,AddResponse,AddConfidence,AddDate
30,34,31,AE,AddResponse,AddConfidence,AddDate
31,34,32,AE,AddResponse,AddConfidence,AddDate
32,34,33,AC,AddResponse,AddConfidence,AddDate
33,34,34,BD,AddResponse,AddConfidence,AddDate
34,34,35,BA,AddResponse,AddConfidence,AddDate
35,34,36,BE,AddResponse,AddConfidence,AddDate
36,34,37,AC,AddResponse,AddConfidence,AddDate
37,34,38,BD,AddResponse,AddConfidence,AddDate
38,34,39,AC,AddResponse,AddConfidence,AddDate
39,34,40,DE,AddResponse,AddConfidence,AddDate
40,34,41,BE,AddResponse,AddConfidence,AddDate
41,34,42,AE,AddResponse,AddConfidence,AddDate
42,34,43,CE,AddResponse,AddConfidence,AddDate
43,34,44,BE,AddResponse,AddConfidence,AddDate
44,34,45,BC,AddResponse,AddConfidence,AddDate
45,34,46,AD,AddResponse,AddConfidence,AddDate
46,34,47,BE,AddResponse,AddConfidence,AddDate
47,34,48,BA,AddResponse,AddConfidence,AddDate
48,34,49,AE,AddResponse,AddConfidence,AddDate
49,34,50,AD,AddResponse,AddConfidence,AddDate
50,34,51,AD,AddResponse,AddConfidence,AddDate
51,34,52,BD,AddResponse,AddConfidence,AddDate
52,34,53,CD,AddResponse,AddConfidence,AddDate
53,34,54,DE,AddResponse,AddConfidence,AddDate
54,34,55,CD,AddResponse,AddConfidence,AddDate
55,34,56,AB,AddResponse,AddConfidence,AddDate
56,34,57,CE,AddResponse,AddConfidence,AddDate
57,34,58,AB,AddResponse,AddConfidence,AddDate
58,34,59,CE,AddResponse,AddConfidence,AddDate
59,34,60,BD,AddResponse,AddConfidence,AddDate
60,34,61,CE,AddResponse,AddConfidence,AddDate
61,34,62,AE,AddResponse,AddConfidence,AddDate
62,34,63,BC,AddResponse,AddConfidence,AddDate
