,Subject,TrialNumber,Rooms,Response,Confidence,DateTimeOfResponse
0,10,1,AC,AddResponse,AddConfidence,AddDate
1,10,2,BD,AddResponse,AddConfidence,AddDate
2,10,3,BA,AddResponse,AddConfidence,AddDate
3,10,4,AC,AddResponse,AddConfidence,AddDate
4,10,5,CE,AddResponse,AddConfidence,AddDate
5,10,6,BE,AddResponse,AddConfidence,AddDate
6,10,7,BD,AddResponse,AddConfidence,AddDate
7,10,8,BC,AddResponse,AddConfidence,AddDate
8,10,9,AB,AddResponse,AddConfidence,AddDate
9,10,10,BA,AddResponse,AddConfidence,AddDate
10,10,11,BD,AddResponse,AddConfidence,AddDate
11,10,12,DE,AddResponse,AddConfidence,AddDate
12,10,13,AD,AddResponse,AddConfidence,AddDate
13,10,14,AD,AddResponse,AddConfidence,AddDate
14,10,15,DE,AddResponse,AddConfidence,AddDate
15,10,16,CE,AddResponse,AddConfidence,AddDate
16,10,17,BE,AddResponse,AddConfidence,AddDate
17,10,18,CE,AddResponse,AddConfidence,AddDate
18,10,19,AE,AddResponse,AddConfidence,AddDate
19,10,20,CD,AddResponse,AddConfidence,AddDate
20,10,21,BE,AddResponse,AddConfidence,AddDate
21,10,22,AB,AddResponse,AddConfidence,AddDate
22,10,23,AE,AddResponse,AddConfidence,AddDate
23,10,24,AD,AddResponse,AddConfidence,AddDate
24,10,25,AE,AddResponse,AddConfidence,AddDate
25,10,26,CD,AddResponse,AddConfidence,AddDate
26,10,27,BC,AddResponse,AddConfidence,AddDate
27,10,28,BE,AddResponse,AddConfidence,AddDate
28,10,29,CE,AddResponse,AddConfidence,AddDate
29,10,30,BC,AddResponse,AddConfidence,AddDate
30,10,31,AC,AddResponse,AddConfidence,AddDate
31,10,32,BD,AddResponse,AddConfidence,AddDate
32,10,33,BC,AddResponse,AddConfidence,AddDate
33,10,34,AC,AddResponse,AddConfidence,AddDate
34,10,35,AD,AddResponse,AddConfidence,AddDate
35,10,36,BE,AddResponse,AddConfidence,AddDate
36,10,37,CD,AddResponse,AddConfidence,AddDate
37,10,38,BC,AddResponse,AddConfidence,AddDate
38,10,39,AC,AddResponse,AddConfidence,AddDate
39,10,40,AE,AddResponse,AddConfidence,AddDate
40,10,41,CD,AddResponse,AddConfidence,AddDate
41,10,42,DE,AddResponse,AddConfidence,AddDate
42,10,43,BD,AddResponse,AddConfidence,AddDate
43,10,44,AB,AddResponse,AddConfidence,AddDate
44,10,45,BA,AddResponse,AddConfidence,AddDate
45,10,46,AD,AddResponse,AddConfidence,AddDate
46,10,47,AC,AddResponse,AddConfidence,AddDate
47,10,48,BE,AddResponse,AddConfidence,AddDate
48,10,49,AD,AddResponse,AddConfidence,AddDate
49,10,50,CD,AddResponse,AddConfidence,AddDate
50,10,51,AE,AddResponse,AddConfidence,AddDate
51,10,52,CE,AddResponse,AddConfidence,AddDate
52,10,53,BA,AddResponse,AddConfidence,AddDate
53,10,54,BC,AddResponse,AddConfidence,AddDate
54,10,55,DE,AddResponse,AddConfidence,AddDate
55,10,56,DE,AddResponse,AddConfidence,AddDate
56,10,57,AC,AddResponse,AddConfidence,AddDate
57,10,58,DE,AddResponse,AddConfidence,AddDate
58,10,59,CE,AddResponse,AddConfidence,AddDate
59,10,60,CD,AddResponse,AddConfidence,AddDate
60,10,61,BD,AddResponse,AddConfidence,AddDate
61,10,62,BD,AddResponse,AddConfidence,AddDate
62,10,63,AE,AddResponse,AddConfidence,AddDate
