,Subject,TrialNumber,Rooms,Response,Confidence,DateTimeOfResponse
0,49,1,AC,AddResponse,AddConfidence,AddDate
1,49,2,BD,AddResponse,AddConfidence,AddDate
2,49,3,BA,AddResponse,AddConfidence,AddDate
3,49,4,AB,AddResponse,AddConfidence,AddDate
4,49,5,CD,AddResponse,AddConfidence,AddDate
5,49,6,CD,AddResponse,AddConfidence,AddDate
6,49,7,CE,AddResponse,AddConfidence,AddDate
7,49,8,BE,AddResponse,AddConfidence,AddDate
8,49,9,BE,AddResponse,AddConfidence,AddDate
9,49,10,AC,AddResponse,AddConfidence,AddDate
10,49,11,AD,AddResponse,AddConfidence,AddDate
11,49,12,AD,AddResponse,AddConfidence,AddDate
12,49,13,AC,AddResponse,AddConfidence,AddDate
13,49,14,CE,AddResponse,AddConfidence,AddDate
14,49,15,DE,AddResponse,AddConfidence,AddDate
15,49,16,CE,AddResponse,AddConfidence,AddDate
16,49,17,AC,AddResponse,AddConfidence,AddDate
17,49,18,DE,AddResponse,AddConfidence,AddDate
18,49,19,BA,AddResponse,AddConfidence,AddDate
19,49,20,BE,AddResponse,AddConfidence,AddDate
20,49,21,AE,AddResponse,AddConfidence,AddDate
21,49,22,CE,AddResponse,AddConfidence,AddDate
22,49,23,BA,AddResponse,AddConfidence,AddDate
23,49,24,AE,AddResponse,AddConfidence,AddDate
24,49,25,DE,AddResponse,AddConfidence,AddDate
25,49,26,BE,AddResponse,AddConfidence,AddDate
26,49,27,BD,AddResponse,AddConfidence,AddDate
27,49,28,BC,AddResponse,AddConfidence,AddDate
28,49,29,BD,AddResponse,AddConfidence,AddDate
29,49,30,BC,AddResponse,AddConfidence,AddDate
30,49,31,BA,AddResponse,AddConfidence,AddDate
31,49,32,BD,AddResponse,AddConfidence,AddDate
32,49,33,BC,AddResponse,AddConfidence,AddDate
33,49,34,DE,AddResponse,AddConfidence,AddDate
34,49,35,AC,AddResponse,AddConfidence,AddDate
35,49,36,BC,AddResponse,AddConfidence,AddDate
36,49,37,AC,AddResponse,AddConfidence,AddDate
37,49,38,BE,AddResponse,AddConfidence,AddDate
38,49,39,BE,AddResponse,AddConfidence,AddDate
39,49,40,BC,AddResponse,AddConfidence,AddDate
40,49,41,CE,AddResponse,AddConfidence,AddDate
41,49,42,BC,AddResponse,AddConfidence,AddDate
42,49,43,BD,AddResponse,AddConfidence,AddDate
43,49,44,CD,AddResponse,AddConfidence,AddDate
44,49,45,AE,AddResponse,AddConfidence,AddDate
45,49,46,DE,AddResponse,AddConfidence,AddDate
46,49,47,AB,AddResponse,AddConfidence,AddDate
47,49,48,CD,AddResponse,AddConfidence,AddDate
48,49,49,AB,AddResponse,AddConfidence,AddDate
49,49,50,AD,AddResponse,AddConfidence,AddDate
50,49,51,AE,AddResponse,AddConfidence,AddDate
51,49,52,AC,AddResponse,AddConfidence,AddDate
52,49,53,BD,AddResponse,AddConfidence,AddDate
53,49,54,AD,AddResponse,AddConfidence,AddDate
54,49,55,CE,AddResponse,AddConfidence,AddDate
55,49,56,AE,AddResponse,AddConfidence,AddDate
56,49,57,AD,AddResponse,AddConfidence,AddDate
57,49,58,AD,AddResponse,AddConfidence,AddDate
58,49,59,AE,AddResponse,AddConfidence,AddDate
59,49,60,DE,AddResponse,AddConfidence,AddDate
60,49,61,CD,AddResponse,AddConfidence,AddDate
61,49,62,CD,AddResponse,AddConfidence,AddDate
62,49,63,BD,AddResponse,AddConfidence,AddDate
