,Subject,TrialNumber,Rooms,Response,Confidence,DateTimeOfResponse
0,2,1,AC,AddResponse,AddConfidence,AddDate
1,2,2,BD,AddResponse,AddConfidence,AddDate
2,2,3,BA,AddResponse,AddConfidence,AddDate
3,2,4,CD,AddResponse,AddConfidence,AddDate
4,2,5,BC,AddResponse,AddConfidence,AddDate
5,2,6,DE,AddResponse,AddConfidence,AddDate
6,2,7,BD,AddResponse,AddConfidence,AddDate
7,2,8,CD,AddResponse,AddConfidence,AddDate
8,2,9,DE,AddResponse,AddConfidence,AddDate
9,2,10,AC,AddResponse,AddConfidence,AddDate
10,2,11,BA,AddResponse,AddConfidence,AddDate
11,2,12,AB,AddResponse,AddConfidence,AddDate
12,2,13,BC,AddResponse,AddConfidence,AddDate
13,2,14,AD,AddResponse,AddConfidence,AddDate
14,2,15,DE,AddResponse,AddConfidence,AddDate
15,2,16,DE,AddResponse,AddConfidence,AddDate
16,2,17,BE,AddResponse,AddConfidence,AddDate
17,2,18,BA,AddResponse,AddConfidence,AddDate
18,2,19,AE,AddResponse,AddConfidence,AddDate
19,2,20,BD,AddResponse,AddConfidence,AddDate
20,2,21,BD,AddResponse,AddConfidence,AddDate
21,2,22,CE,AddResponse,AddConfidence,AddDate
22,2,23,AE,AddResponse,AddConfidence,AddDate
23,2,24,BC,AddResponse,AddConfidence,AddDate
24,2,25,AC,AddResponse,AddConfidence,AddDate
25,2,26,AD,AddResponse,AddConfidence,AddDate
26,2,27,AC,AddResponse,AddConfidence,AddDate
27,2,28,CE,AddResponse,AddConfidence,AddDate
28,2,29,AB,AddResponse,AddConfidence,AddDate
29,2,30,AD,AddResponse,AddConfidence,AddDate
30,2,31,AE,AddResponse,AddConfidence,AddDate
31,2,32,BD,AddResponse,AddConfidence,AddDate
32,2,33,AE,AddResponse,AddConfidence,AddDate
33,2,34,CE,AddResponse,AddConfidence,AddDate
34,2,35,BE,AddResponse,AddConfidence,AddDate
35,2,36,DE,AddResponse,AddConfidence,AddDate
36,2,37,BE,AddResponse,AddConfidence,AddDate
37,2,38,CD,AddResponse,AddConfidence,AddDate
38,2,39,AC,AddResponse,AddConfidence,AddDate
39,2,40,BE,AddResponse,AddConfidence,AddDate
40,2,41,BD,AddResponse,AddConfidence,AddDate
41,2,42,DE,AddResponse,AddConfidence,AddDate
42,2,43,BC,AddResponse,AddConfidence,AddDate
43,2,44,BC,AddResponse,AddConfidence,AddDate
44,2,45,AD,AddResponse,AddConfidence,AddDate
45,2,46,CD,AddResponse,AddConfidence,AddDate
46,2,47,AE,AddResponse,AddConfidence,AddDate
47,2,48,BE,AddResponse,AddConfidence,AddDate
48,2,49,BA,AddResponse,AddConfidence,AddDate
49,2,50,BD,AddResponse,AddConfidence,AddDate
50,2,51,AD,AddResponse,AddConfidence,AddDate
51,2,52,CD,AddResponse,AddConfidence,AddDate
52,2,53,AE,AddResponse,AddConfidence,AddDate
53,2,54,CE,AddResponse,AddConfidence,AddDate
54,2,55,AD,AddResponse,AddConfidence,AddDate
55,2,56,CD,AddResponse,AddConfidence,AddDate
56,2,57,AC,AddResponse,AddConfidence,AddDate
57,2,58,AB,AddResponse,AddConfidence,AddDate
58,2,59,CE,AddResponse,AddConfidence,AddDate
59,2,60,CE,AddResponse,AddConfidence,AddDate
60,2,61,BE,AddResponse,AddConfidence,AddDate
61,2,62,AC,AddResponse,AddConfidence,AddDate
62,2,63,BC,AddResponse,AddConfidence,AddDate
