,Subject,TrialNumber,Rooms,Response,Confidence,DateTimeOfResponse
0,13,1,AC,AddResponse,AddConfidence,AddDate
1,13,2,BD,AddResponse,AddConfidence,AddDate
2,13,3,BA,AddResponse,AddConfidence,AddDate
3,13,4,CE,AddResponse,AddConfidence,AddDate
4,13,5,AE,AddResponse,AddConfidence,AddDate
5,13,6,AD,AddResponse,AddConfidence,AddDate
6,13,7,BE,AddResponse,AddConfidence,AddDate
7,13,8,CD,AddResponse,AddConfidence,AddDate
8,13,9,CE,AddResponse,AddConfidence,AddDate
9,13,10,BA,AddResponse,AddConfidence,AddDate
10,13,11,CD,AddResponse,AddConfidence,AddDate
11,13,12,AD,AddResponse,AddConfidence,AddDate
12,13,13,CE,AddResponse,AddConfidence,AddDate
13,13,14,CE,AddResponse,AddConfidence,AddDate
14,13,15,DE,AddResponse,AddConfidence,AddDate
15,13,16,AE,AddResponse,AddConfidence,AddDate
16,13,17,BE,AddResponse,AddConfidence,AddDate
17,13,18,AB,AddResponse,AddConfidence,AddDate
18,13,19,BE,AddResponse,AddConfidence,AddDate
19,13,20,AD,AddResponse,AddConfidence,AddDate
20,13,21,BD,AddResponse,AddConfidence,AddDate
21,13,22,BD,AddResponse,AddConfidence,AddDate
22,13,23,CD,AddResponse,AddConfidence,AddDate
23,13,24,AB,AddResponse,AddConfidence,AddDate
24,13,25,BC,AddResponse,AddConfidence,AddDate
25,13,26,AD,AddResponse,AddConfidence,AddDate
26,13,27,BD,AddResponse,AddConfidence,AddDate
27,13,28,DE,AddResponse,AddConfidence,AddDate
28,13,29,AC,AddResponse,AddConfidence,AddDate
29,13,30,AC,AddResponse,AddConfidence,AddDate
30,13,31,AB,AddResponse,AddConfidence,AddDate
31,13,32,AE,AddResponse,AddConfidence,AddDate
32,13,33,DE,AddResponse,AddConfidence,AddDate
33,13,34,BD,AddResponse,AddConfidence,AddDate
34,13,35,AD,AddResponse,AddConfidence,AddDate
35,13,36,BE,AddResponse,AddConfidence,AddDate
36,13,37,AC,AddResponse,AddConfidence,AddDate
37,13,38,BC,AddResponse,AddConfidence,AddDate
38,13,39,CE,AddResponse,AddConfidence,AddDate
39,13,40,BC,AddResponse,AddConfidence,AddDate
40,13,41,AE,AddResponse,AddConfidence,AddDate
41,13,42,BD,AddResponse,AddConfidence,AddDate
42,13,43,CD,AddResponse,AddConfidence,AddDate
43,13,44,CD,AddResponse,AddConfidence,AddDate
44,13,45,DE,AddResponse,AddConfidence,AddDate
45,13,46,AE,AddResponse,AddConfidence,AddDate
46,13,47,AD,AddResponse,AddConfidence,AddDate
47,13,48,AC,AddResponse,AddConfidence,AddDate
48,13,49,CD,AddResponse,AddConfidence,AddDate
49,13,50,CE,AddResponse,AddConfidence,AddDate
50,13,51,BC,AddResponse,AddConfidence,AddDate
51,13,52,AC,AddResponse,AddConfidence,AddDate
52,13,53,BD,AddResponse,AddConfidence,AddDate
53,13,54,BA,AddResponse,AddConfidence,AddDate
54,13,55,AE,AddResponse,AddConfidence,AddDate
55,13,56,DE,AddResponse,AddConfidence,AddDate
56,13,57,BE,AddResponse,AddConfidence,AddDate
57,13,58,BC,AddResponse,AddConfidence,AddDate
58,13,59,BE,AddResponse,AddConfidence,AddDate
59,13,60,DE,AddResponse,AddConfidence,AddDate
60,13,61,BA,AddResponse,AddConfidence,AddDate
61,13,62,BC,AddResponse,AddConfidence,AddDate
62,13,63,AC,AddResponse,AddConfidence,AddDate
