,Subject,TrialNumber,Rooms,Response,Confidence,DateTimeOfResponse
0,29,1,AC,AddResponse,AddConfidence,AddDate
1,29,2,BD,AddResponse,AddConfidence,AddDate
2,29,3,BA,AddResponse,AddConfidence,AddDate
3,29,4,AD,AddResponse,AddConfidence,AddDate
4,29,5,CD,AddResponse,AddConfidence,AddDate
5,29,6,DE,AddResponse,AddConfidence,AddDate
6,29,7,AB,AddResponse,AddConfidence,AddDate
7,29,8,AC,AddResponse,AddConfidence,AddDate
8,29,9,BD,AddResponse,AddConfidence,AddDate
9,29,10,CE,AddResponse,AddConfidence,AddDate
10,29,11,BC,AddResponse,AddConfidence,AddDate
11,29,12,AE,AddResponse,AddConfidence,AddDate
12,29,13,AC,AddResponse,AddConfidence,AddDate
13,29,14,CD,AddResponse,AddConfidence,AddDate
14,29,15,AC,AddResponse,AddConfidence,AddDate
15,29,16,AD,AddResponse,AddConfidence,AddDate
16,29,17,CE,AddResponse,AddConfidence,AddDate
17,29,18,AD,AddResponse,AddConfidence,AddDate
18,29,19,BD,AddResponse,AddConfidence,AddDate
19,29,20,BE,AddResponse,AddConfidence,AddDate
20,29,21,CE,AddResponse,AddConfidence,AddDate
21,29,22,CE,AddResponse,AddConfidence,AddDate
22,29,23,AC,AddResponse,AddConfidence,AddDate
23,29,24,CD,AddResponse,AddConfidence,AddDate
24,29,25,AE,AddResponse,AddConfidence,AddDate
25,29,26,DE,AddResponse,AddConfidence,AddDate
26,29,27,AC,AddResponse,AddConfidence,AddDate
27,29,28,AE,AddResponse,AddConfidence,AddDate
28,29,29,BE,AddResponse,AddConfidence,AddDate
29,29,30,BA,AddResponse,AddConfidence,AddDate
30,29,31,DE,AddResponse,AddConfidence,AddDate
31,29,32,CD,AddResponse,AddConfidence,AddDate
32,29,33,AE,AddResponse,AddConfidence,AddDate
33,29,34,AD,AddResponse,AddConfidence,AddDate
34,29,35,CE,AddResponse,AddConfidence,AddDate
35,29,36,CD,AddResponse,AddConfidence,AddDate
36,29,37,BC,AddResponse,AddConfidence,AddDate
37,29,38,AB,AddResponse,AddConfidence,AddDate
38,29,39,DE,AddResponse,AddConfidence,AddDate
39,29,40,BA,AddResponse,AddConfidence,AddDate
40,29,41,DE,AddResponse,AddConfidence,AddDate
41,29,42,BD,AddResponse,AddConfidence,AddDate
42,29,43,AD,AddResponse,AddConfidence,AddDate
43,29,44,BE,AddResponse,AddConfidence,AddDate
44,29,45,AC,AddResponse,AddConfidence,AddDate
45,29,46,AE,AddResponse,AddConfidence,AddDate
46,29,47,CE,AddResponse,AddConfidence,AddDate
47,29,48,BD,AddResponse,AddConfidence,AddDate
48,29,49,BA,AddResponse,AddConfidence,AddDate
49,29,50,AB,AddResponse,AddConfidence,AddDate
50,29,51,BC,AddResponse,AddConfidence,AddDate
51,29,52,CD,AddResponse,AddConfidence,AddDate
52,29,53,BE,AddResponse,AddConfidence,AddDate
53,29,54,DE,AddResponse,AddConfidence,AddDate
54,29,55,BE,AddResponse,AddConfidence,AddDate
55,29,56,BC,AddResponse,AddConfidence,AddDate
56,29,57,BE,AddResponse,AddConfidence,AddDate
57,29,58,AE,AddResponse,AddConfidence,AddDate
58,29,59,BD,AddResponse,AddConfidence,AddDate
59,29,60,BC,AddResponse,AddConfidence,AddDate
60,29,61,BD,AddResponse,AddConfidence,AddDate
61,29,62,AD,AddResponse,AddConfidence,AddDate
62,29,63,BC,AddResponse,AddConfidence,AddDate
