,Subject,TrialNumber,Rooms,Response,Confidence,DateTimeOfResponse
0,1,1,AC,AddResponse,AddConfidence,AddDate
1,1,2,BD,AddResponse,AddConfidence,AddDate
2,1,3,BA,AddResponse,AddConfidence,AddDate
3,1,4,BC,AddResponse,AddConfidence,AddDate
4,1,5,CD,AddResponse,AddConfidence,AddDate
5,1,6,CE,AddResponse,AddConfidence,AddDate
6,1,7,BE,AddResponse,AddConfidence,AddDate
7,1,8,AC,AddResponse,AddConfidence,AddDate
8,1,9,CD,AddResponse,AddConfidence,AddDate
9,1,10,AE,AddResponse,AddConfidence,AddDate
10,1,11,BC,AddResponse,AddConfidence,AddDate
11,1,12,AC,AddResponse,AddConfidence,AddDate
12,1,13,AD,AddResponse,AddConfidence,AddDate
13,1,14,CD,AddResponse,AddConfidence,AddDate
14,1,15,AE,AddResponse,AddConfidence,AddDate
15,1,16,BD,AddResponse,AddConfidence,AddDate
16,1,17,BD,AddResponse,AddConfidence,AddDate
17,1,18,BD,AddResponse,AddConfidence,AddDate
18,1,19,AD,AddResponse,AddConfidence,AddDate
19,1,20,BA,AddResponse,AddConfidence,AddDate
20,1,21,AE,AddResponse,AddConfidence,AddDate
21,1,22,CD,AddResponse,AddConfidence,AddDate
22,1,23,DE,AddResponse,AddConfidence,AddDate
23,1,24,CE,AddResponse,AddConfidence,AddDate
24,1,25,DE,AddResponse,AddConfidence,AddDate
25,1,26,BE,AddResponse,AddConfidence,AddDate
26,1,27,DE,AddResponse,AddConfidence,AddDate
27,1,28,CD,AddResponse,AddConfidence,AddDate
28,1,29,BC,AddResponse,AddConfidence,AddDate
29,1,30,AB,AddResponse,AddConfidence,AddDate
30,1,31,CE,AddResponse,AddConfidence,AddDate
31,1,32,BD,AddResponse,AddConfidence,AddDate
32,1,33,BA,AddResponse,AddConfidence,AddDate
33,1,34,DE,AddResponse,AddConfidence,AddDate
34,1,35,CE,AddResponse,AddConfidence,AddDate
35,1,36,AE,AddResponse,AddConfidence,AddDate
36,1,37,BE,AddResponse,AddConfidence,AddDate
37,1,38,AD,AddResponse,AddConfidence,AddDate
38,1,39,AC,AddResponse,AddConfidence,AddDate
39,1,40,AD,AddResponse,AddConfidence,AddDate
40,1,41,CE,AddResponse,AddConfidence,AddDate
41,1,42,DE,AddResponse,AddConfidence,AddDate
42,1,43,AD,AddResponse,AddConfidence,AddDate
43,1,44,AC,AddResponse,AddConfidence,AddDate
44,1,45,BA,AddResponse,AddConfidence,AddDate
45,1,46,CE,AddResponse,AddConfidence,AddDate
46,1,47,BC,AddResponse,AddConfidence,AddDate
47,1,48,AD,AddResponse,AddConfidence,AddDate
48,1,49,BC,AddResponse,AddConfidence,AddDate
49,1,50,AC,AddResponse,AddConfidence,AddDate
50,1,51,CD,AddResponse,AddConfidence,AddDate
51,1,52,AE,AddResponse,AddConfidence,AddDate
52,1,53,AB,AddResponse,AddConfidence,AddDate
53,1,54,AB,AddResponse,AddConfidence,AddDate
54,1,55,AE,AddResponse,AddConfidence,AddDate
55,1,56,BE,AddResponse,AddConfidence,AddDate
56,1,57,BE,AddResponse,AddConfidence,AddDate
57,1,58,AC,AddResponse,AddConfidence,AddDate
58,1,59,BE,AddResponse,AddConfidence,AddDate
59,1,60,BC,AddResponse,AddConfidence,AddDate
60,1,61,BD,AddResponse,AddConfidence,AddDate
61,1,62,BD,AddResponse,AddConfidence,AddDate
62,1,63,DE,AddResponse,AddConfidence,AddDate
