,Subject,TrialNumber,Rooms,Response,Confidence,DateTimeOfResponse
0,28,1,AC,AddResponse,AddConfidence,AddDate
1,28,2,BD,AddResponse,AddConfidence,AddDate
2,28,3,BA,AddResponse,AddConfidence,AddDate
3,28,4,BC,AddResponse,AddConfidence,AddDate
4,28,5,CD,AddResponse,AddConfidence,AddDate
5,28,6,CD,AddResponse,AddConfidence,AddDate
6,28,7,BE,AddResponse,AddConfidence,AddDate
7,28,8,CE,AddResponse,AddConfidence,AddDate
8,28,9,AE,AddResponse,AddConfidence,AddDate
9,28,10,AD,AddResponse,AddConfidence,AddDate
10,28,11,AE,AddResponse,AddConfidence,AddDate
11,28,12,CD,AddResponse,AddConfidence,AddDate
12,28,13,BC,AddResponse,AddConfidence,AddDate
13,28,14,CD,AddResponse,AddConfidence,AddDate
14,28,15,BD,AddResponse,AddConfidence,AddDate
15,28,16,AC,AddResponse,AddConfidence,AddDate
16,28,17,BC,AddResponse,AddConfidence,AddDate
17,28,18,CD,AddResponse,AddConfidence,AddDate
18,28,19,AC,AddResponse,AddConfidence,AddDate
19,28,20,DE,AddResponse,AddConfidence,AddDate
20,28,21,AD,AddResponse,AddConfidence,AddDate
21,28,22,CE,AddResponse,AddConfidence,AddDate
22,28,23,BE,AddResponse,AddConfidence,AddDate
23,28,24,AD,AddResponse,AddConfidence,AddDate
24,28,25,AE,AddResponse,AddConfidence,AddDate
25,28,26,AB,AddResponse,AddConfidence,AddDate
26,28,27,BA,AddResponse,AddConfidence,AddDate
27,28,28,AB,AddResponse,AddConfidence,AddDate
28,28,29,BE,AddResponse,AddConfidence,AddDate
29,28,30,AC,AddResponse,AddConfidence,AddDate
30,28,31,DE,AddResponse,AddConfidence,AddDate
31,28,32,AE,AddResponse,AddConfidence,AddDate
32,28,33,DE,AddResponse,AddConfidence,AddDate
33,28,34,BD,AddResponse,AddConfidence,AddDate
34,28,35,BC,AddResponse,AddConfidence,AddDate
35,28,36,DE,AddResponse,AddConfidence,AddDate
36,28,37,BE,AddResponse,AddConfidence,AddDate
37,28,38,BD,AddResponse,AddConfidence,AddDate
38,28,39,BE,AddResponse,AddConfidence,AddDate
39,28,40,BE,AddResponse,AddConfidence,AddDate
40,28,41,BD,AddResponse,AddConfidence,AddDate
41,28,42,AD,AddResponse,AddConfidence,AddDate
42,28,43,AC,AddResponse,AddConfidence,AddDate
43,28,44,BA,AddResponse,AddConfidence,AddDate
44,28,45,BD,AddResponse,AddConfidence,AddDate
45,28,46,BC,AddResponse,AddConfidence,AddDate
46,28,47,CE,AddResponse,AddConfidence,AddDate
47,28,48,AD,AddResponse,AddConfidence,AddDate
48,28,49,AB,AddResponse,AddConfidence,AddDate
49,28,50,CD,AddResponse,AddConfidence,AddDate
50,28,51,AE,AddResponse,AddConfidence,AddDate
51,28,52,BC,AddResponse,AddConfidence,AddDate
52,28,53,AE,AddResponse,AddConfidence,AddDate
53,28,54,AD,AddResponse,AddConfidence,AddDate
54,28,55,CE,AddResponse,AddConfidence,AddDate
55,28,56,BD,AddResponse,AddConfidence,AddDate
56,28,57,CE,AddResponse,AddConfidence,AddDate
57,28,58,AC,AddResponse,AddConfidence,AddDate
58,28,59,BA,AddResponse,AddConfidence,AddDate
59,28,60,AC,AddResponse,AddConfidence,AddDate
60,28,61,DE,AddResponse,AddConfidence,AddDate
61,28,62,DE,AddResponse,AddConfidence,AddDate
62,28,63,CE,AddResponse,AddConfidence,AddDate
