,Subject,TrialNumber,Rooms,Response,Confidence,DateTimeOfResponse
0,23,1,AC,AddResponse,AddConfidence,AddDate
1,23,2,BD,AddResponse,AddConfidence,AddDate
2,23,3,BA,AddResponse,AddConfidence,AddDate
3,23,4,DE,AddResponse,AddConfidence,AddDate
4,23,5,CD,AddResponse,AddConfidence,AddDate
5,23,6,CE,AddResponse,AddConfidence,AddDate
6,23,7,AE,AddResponse,AddConfidence,AddDate
7,23,8,BC,AddResponse,AddConfidence,AddDate
8,23,9,BA,AddResponse,AddConfidence,AddDate
9,23,10,CD,AddResponse,AddConfidence,AddDate
10,23,11,CE,AddResponse,AddConfidence,AddDate
11,23,12,AC,AddResponse,AddConfidence,AddDate
12,23,13,BA,AddResponse,AddConfidence,AddDate
13,23,14,AD,AddResponse,AddConfidence,AddDate
14,23,15,AD,AddResponse,AddConfidence,AddDate
15,23,16,DE,AddResponse,AddConfidence,AddDate
16,23,17,AC,AddResponse,AddConfidence,AddDate
17,23,18,AD,AddResponse,AddConfidence,AddDate
18,23,19,DE,AddResponse,AddConfidence,AddDate
19,23,20,DE,AddResponse,AddConfidence,AddDate
20,23,21,BC,AddResponse,AddConfidence,AddDate
21,23,22,BE,AddResponse,AddConfidence,AddDate
22,23,23,BE,AddResponse,AddConfidence,AddDate
23,23,24,AE,AddResponse,AddConfidence,AddDate
24,23,25,AE,AddResponse,AddConfidence,AddDate
25,23,26,AB,AddResponse,AddConfidence,AddDate
26,23,27,AE,AddResponse,AddConfidence,AddDate
27,23,28,BD,AddResponse,AddConfidence,AddDate
28,23,29,BD,AddResponse,AddConfidence,AddDate
29,23,30,AC,AddResponse,AddConfidence,AddDate
30,23,31,CD,AddResponse,AddConfidence,AddDate
31,23,32,BE,AddResponse,AddConfidence,AddDate
32,23,33,BC,AddResponse,AddConfidence,AddDate
33,23,34,BD,AddResponse,AddConfidence,AddDate
34,23,35,DE,AddResponse,AddConfidence,AddDate
35,23,36,AE,AddResponse,AddConfidence,AddDate
36,23,37,AE,AddResponse,AddConfidence,AddDate
37,23,38,AC,AddResponse,AddConfidence,AddDate
38,23,39,BD,AddResponse,AddConfidence,AddDate
39,23,40,BC,AddResponse,AddConfidence,AddDate
40,23,41,CE,AddResponse,AddConfidence,AddDate
41,23,42,BC,AddResponse,AddConfidence,AddDate
42,23,43,AD,AddResponse,AddConfidence,AddDate
43,23,44,AD,AddResponse,AddConfidence,AddDate
44,23,45,AB,AddResponse,AddConfidence,AddDate
45,23,46,BD,AddResponse,AddConfidence,AddDate
46,23,47,BE,AddResponse,AddConfidence,AddDate
47,23,48,BD,AddResponse,AddConfidence,AddDate
48,23,49,BC,AddResponse,AddConfidence,AddDate
49,23,50,CE,AddResponse,AddConfidence,AddDate
50,23,51,BE,AddResponse,AddConfidence,AddDate
51,23,52,AC,AddResponse,AddConfidence,AddDate
52,23,53,DE,AddResponse,AddConfidence,AddDate
53,23,54,BE,AddResponse,AddConfidence,AddDate
54,23,55,AC,AddResponse,AddConfidence,AddDate
55,23,56,CE,AddResponse,AddConfidence,AddDate
56,23,57,CE,AddResponse,AddConfidence,AddDate
57,23,58,AB,AddResponse,AddConfidence,AddDate
58,23,59,CD,AddResponse,AddConfidence,AddDate
59,23,60,BA,AddResponse,AddConfidence,AddDate
60,23,61,AD,AddResponse,AddConfidence,AddDate
61,23,62,CD,AddResponse,AddConfidence,AddDate
62,23,63,CD,AddResponse,AddConfidence,AddDate
