,Subject,TrialNumber,Rooms,Response,Confidence,DateTimeOfResponse
0,18,1,AC,AddResponse,AddConfidence,AddDate
1,18,2,BD,AddResponse,AddConfidence,AddDate
2,18,3,BA,AddResponse,AddConfidence,AddDate
3,18,4,CE,AddResponse,AddConfidence,AddDate
4,18,5,AE,AddResponse,AddConfidence,AddDate
5,18,6,BC,AddResponse,AddConfidence,AddDate
6,18,7,BE,AddResponse,AddConfidence,AddDate
7,18,8,BD,AddResponse,AddConfidence,AddDate
8,18,9,AC,AddResponse,AddConfidence,AddDate
9,18,10,AD,AddResponse,AddConfidence,AddDate
10,18,11,BD,AddResponse,AddConfidence,AddDate
11,18,12,DE,AddResponse,AddConfidence,AddDate
12,18,13,AD,AddResponse,AddConfidence,AddDate
13,18,14,AE,AddResponse,AddConfidence,AddDate
14,18,15,DE,AddResponse,AddConfidence,AddDate
15,18,16,BC,AddResponse,AddConfidence,AddDate
16,18,17,AE,AddResponse,AddConfidence,AddDate
17,18,18,BE,AddResponse,AddConfidence,AddDate
18,18,19,CD,AddResponse,AddConfidence,AddDate
19,18,20,BA,AddResponse,AddConfidence,AddDate
20,18,21,BC,AddResponse,AddConfidence,AddDate
21,18,22,BD,AddResponse,AddConfidence,AddDate
22,18,23,AD,AddResponse,AddConfidence,AddDate
23,18,24,BE,AddResponse,AddConfidence,AddDate
24,18,25,AC,AddResponse,AddConfidence,AddDate
25,18,26,AD,AddResponse,AddConfidence,AddDate
26,18,27,CE,AddResponse,AddConfidence,AddDate
27,18,28,BC,AddResponse,AddConfidence,AddDate
28,18,29,AE,AddResponse,AddConfidence,AddDate
29,18,30,AC,AddResponse,AddConfidence,AddDate
30,18,31,CD,AddResponse,AddConfidence,AddDate
31,18,32,AB,AddResponse,AddConfidence,AddDate
32,18,33,BA,AddResponse,AddConfidence,AddDate
33,18,34,BE,AddResponse,AddConfidence,AddDate
34,18,35,AB,AddResponse,AddConfidence,AddDate
35,18,36,CE,AddResponse,AddConfidence,AddDate
36,18,37,BA,AddResponse,AddConfidence,AddDate
37,18,38,CD,AddResponse,AddConfidence,AddDate
38,18,39,BE,AddResponse,AddConfidence,AddDate
39,18,40,CD,AddResponse,AddConfidence,AddDate
40,18,41,AB,AddResponse,AddConfidence,AddDate
41,18,42,BE,AddResponse,AddConfidence,AddDate
42,18,43,CD,AddResponse,AddConfidence,AddDate
43,18,44,AD,AddResponse,AddConfidence,AddDate
44,18,45,DE,AddResponse,AddConfidence,AddDate
45,18,46,AC,AddResponse,AddConfidence,AddDate
46,18,47,BC,AddResponse,AddConfidence,AddDate
47,18,48,BD,AddResponse,AddConfidence,AddDate
48,18,49,AE,AddResponse,AddConfidence,AddDate
49,18,50,BC,AddResponse,AddConfidence,AddDate
50,18,51,AC,AddResponse,AddConfidence,AddDate
51,18,52,DE,AddResponse,AddConfidence,AddDate
52,18,53,AD,AddResponse,AddConfidence,AddDate
53,18,54,BD,AddResponse,AddConfidence,AddDate
54,18,55,DE,AddResponse,AddConfidence,AddDate
55,18,56,CE,AddResponse,AddConfidence,AddDate
56,18,57,CD,AddResponse,AddConfidence,AddDate
57,18,58,CE,AddResponse,AddConfidence,AddDate
58,18,59,AE,AddResponse,AddConfidence,AddDate
59,18,60,DE,AddResponse,AddConfidence,AddDate
60,18,61,AC,AddResponse,AddConfidence,AddDate
61,18,62,BD,AddResponse,AddConfidence,AddDate
62,18,63,CE,AddResponse,AddConfidence,AddDate
