,Subject,TrialNumber,Rooms,Response,Confidence,DateTimeOfResponse
0,8,1,AC,AddResponse,AddConfidence,AddDate
1,8,2,BD,AddResponse,AddConfidence,AddDate
2,8,3,BA,AddResponse,AddConfidence,AddDate
3,8,4,BD,AddResponse,AddConfidence,AddDate
4,8,5,AE,AddResponse,AddConfidence,AddDate
5,8,6,BC,AddResponse,AddConfidence,AddDate
6,8,7,BC,AddResponse,AddConfidence,AddDate
7,8,8,CD,AddResponse,AddConfidence,AddDate
8,8,9,BE,AddResponse,AddConfidence,AddDate
9,8,10,AB,AddResponse,AddConfidence,AddDate
10,8,11,BE,AddResponse,AddConfidence,AddDate
11,8,12,CD,AddResponse,AddConfidence,AddDate
12,8,13,BE,AddResponse,AddConfidence,AddDate
13,8,14,AD,AddResponse,AddConfidence,AddDate
14,8,15,BC,AddResponse,AddConfidence,AddDate
15,8,16,BC,AddResponse,AddConfidence,AddDate
16,8,17,CE,AddResponse,AddConfidence,AddDate
17,8,18,AC,AddResponse,AddConfidence,AddDate
18,8,19,CE,AddResponse,AddConfidence,AddDate
19,8,20,AE,AddResponse,AddConfidence,AddDate
20,8,21,BE,AddResponse,AddConfidence,AddDate
21,8,22,BD,AddResponse,AddConfidence,AddDate
22,8,23,AC,AddResponse,AddConfidence,AddDate
23,8,24,AC,AddResponse,AddConfidence,AddDate
24,8,25,CE,AddResponse,AddConfidence,AddDate
25,8,26,DE,AddResponse,AddConfidence,AddDate
26,8,27,DE,AddResponse,AddConfidence,AddDate
27,8,28,DE,AddResponse,AddConfidence,AddDate
28,8,29,AD,AddResponse,AddConfidence,AddDate
29,8,30,BC,AddResponse,AddConfidence,AddDate
30,8,31,AB,AddResponse,AddConfidence,AddDate
31,8,32,BA,AddResponse,AddConfidence,AddDate
32,8,33,AE,AddResponse,AddConfidence,AddDate
33,8,34,AE,AddResponse,AddConfidence,AddDate
34,8,35,CD,AddResponse,AddConfidence,AddDate
35,8,36,BD,AddResponse,AddConfidence,AddDate
36,8,37,DE,AddResponse,AddConfidence,AddDate
37,8,38,AB,AddResponse,AddConfidence,AddDate
38,8,39,AD,AddResponse,AddConfidence,AddDate
39,8,40,BD,AddResponse,AddConfidence,AddDate
40,8,41,AC,AddResponse,AddConfidence,AddDate
41,8,42,CE,AddResponse,AddConfidence,AddDate
42,8,43,AD,AddResponse,AddConfidence,AddDate
43,8,44,BA,AddResponse,AddConfidence,AddDate
44,8,45,AC,AddResponse,AddConfidence,AddDate
45,8,46,AE,AddResponse,AddConfidence,AddDate
46,8,47,DE,AddResponse,AddConfidence,AddDate
47,8,48,CE,AddResponse,AddConfidence,AddDate
48,8,49,CD,AddResponse,AddConfidence,AddDate
49,8,50,BD,AddResponse,AddConfidence,AddDate
50,8,51,DE,AddResponse,AddConfidence,AddDate
51,8,52,CD,AddResponse,AddConfidence,AddDate
52,8,53,BE,AddResponse,AddConfidence,AddDate
53,8,54,CD,AddResponse,AddConfidence,AddDate
54,8,55,BC,AddResponse,AddConfidence,AddDate
55,8,56,AD,AddResponse,AddConfidence,AddDate
56,8,57,BD,AddResponse,AddConfidence,AddDate
57,8,58,BE,AddResponse,AddConfidence,AddDate
58,8,59,AD,AddResponse,AddConfidence,AddDate
59,8,60,BA,AddResponse,AddConfidence,AddDate
60,8,61,AC,AddResponse,AddConfidence,AddDate
61,8,62,CE,AddResponse,AddConfidence,AddDate
62,8,63,AE,AddResponse,AddConfidence,AddDate
