,Subject,TrialNumber,Rooms,Response,Confidence,DateTimeOfResponse
0,25,1,AC,AddResponse,AddConfidence,AddDate
1,25,2,BD,AddResponse,AddConfidence,AddDate
2,25,3,BA,AddResponse,AddConfidence,AddDate
3,25,4,AB,AddResponse,AddConfidence,AddDate
4,25,5,AD,AddResponse,AddConfidence,AddDate
5,25,6,AE,AddResponse,AddConfidence,AddDate
6,25,7,BE,AddResponse,AddConfidence,AddDate
7,25,8,BC,AddResponse,AddConfidence,AddDate
8,25,9,BA,AddResponse,AddConfidence,AddDate
9,25,10,AB,AddResponse,AddConfidence,AddDate
10,25,11,DE,AddResponse,AddConfidence,AddDate
11,25,12,CD,AddResponse,AddConfidence,AddDate
12,25,13,DE,AddResponse,AddConfidence,AddDate
13,25,14,BC,AddResponse,AddConfidence,AddDate
14,25,15,CE,AddResponse,AddConfidence,AddDate
15,25,16,AE,AddResponse,AddConfidence,AddDate
16,25,17,CE,AddResponse,AddConfidence,AddDate
17,25,18,CD,AddResponse,AddConfidence,AddDate
18,25,19,CE,AddResponse,AddConfidence,AddDate
19,25,20,BE,AddResponse,AddConfidence,AddDate
20,25,21,DE,AddResponse,AddConfidence,AddDate
21,25,22,AE,AddResponse,AddConfidence,AddDate
22,25,23,BC,AddResponse,AddConfidence,AddDate
23,25,24,CE,AddResponse,AddConfidence,AddDate
24,25,25,AD,AddResponse,AddConfidence,AddDate
25,25,26,AC,AddResponse,AddConfidence,AddDate
26,25,27,AC,AddResponse,AddConfidence,AddDate
27,25,28,AC,AddResponse,AddConfidence,AddDate
28,25,29,AC,AddResponse,AddConfidence,AddDate
29,25,30,AD,AddResponse,AddConfidence,AddDate
30,25,31,BD,AddResponse,AddConfidence,AddDate
31,25,32,BC,AddResponse,AddConfidence,AddDate
32,25,33,DE,AddResponse,AddConfidence,AddDate
33,25,34,AE,AddResponse,AddConfidence,AddDate
34,25,35,BE,AddResponse,AddConfidence,AddDate
35,25,36,BA,AddResponse,AddConfidence,AddDate
36,25,37,BD,AddResponse,AddConfidence,AddDate
37,25,38,BD,AddResponse,AddConfidence,AddDate
38,25,39,BC,AddResponse,AddConfidence,AddDate
39,25,40,CD,AddResponse,AddConfidence,AddDate
40,25,41,AD,AddResponse,AddConfidence,AddDate
41,25,42,AE,AddResponse,AddConfidence,AddDate
42,25,43,AE,AddResponse,AddConfidence,AddDate
43,25,44,BE,AddResponse,AddConfidence,AddDate
44,25,45,CD,AddResponse,AddConfidence,AddDate
45,25,46,CD,AddResponse,AddConfidence,AddDate
46,25,47,BE,AddResponse,AddConfidence,AddDate
47,25,48,AC,AddResponse,AddConfidence,AddDate
48,25,49,AD,AddResponse,AddConfidence,AddDate
49,25,50,BE,AddResponse,AddConfidence,AddDate
50,25,51,BA,AddResponse,AddConfidence,AddDate
51,25,52,AB,AddResponse,AddConfidence,AddDate
52,25,53,CE,AddResponse,AddConfidence,AddDate
53,25,54,CE,AddResponse,AddConfidence,AddDate
54,25,55,BC,AddResponse,AddConfidence,AddDate
55,25,56,AC,AddResponse,AddConfidence,AddDate
56,25,57,BD,AddResponse,AddConfidence,AddDate
57,25,58,AD,AddResponse,AddConfidence,AddDate
58,25,59,DE,AddResponse,AddConfidence,AddDate
59,25,60,DE,AddResponse,AddConfidence,AddDate
60,25,61,BD,AddResponse,AddConfidence,AddDate
61,25,62,CD,AddResponse,AddConfidence,AddDate
62,25,63,BD,AddResponse,AddConfidence,AddDate
