,Subject,TrialNumber,Rooms,Response,Confidence,DateTimeOfResponse
0,45,1,AC,AddResponse,AddConfidence,AddDate
1,45,2,BD,AddResponse,AddConfidence,AddDate
2,45,3,BA,AddResponse,AddConfidence,AddDate
3,45,4,BE,AddResponse,AddConfidence,AddDate
4,45,5,BE,AddResponse,AddConfidence,AddDate
5,45,6,CD,AddResponse,AddConfidence,AddDate
6,45,7,AB,AddResponse,AddConfidence,AddDate
7,45,8,CE,AddResponse,AddConfidence,AddDate
8,45,9,DE,AddResponse,AddConfidence,AddDate
9,45,10,BE,AddResponse,AddConfidence,AddDate
10,45,11,CD,AddResponse,AddConfidence,AddDate
11,45,12,BC,AddResponse,AddConfidence,AddDate
12,45,13,AB,AddResponse,AddConfidence,AddDate
13,45,14,BD,AddResponse,AddConfidence,AddDate
14,45,15,DE,AddResponse,AddConfidence,AddDate
15,45,16,DE,AddResponse,AddConfidence,AddDate
16,45,17,AD,AddResponse,AddConfidence,AddDate
17,45,18,AC,AddResponse,AddConfidence,AddDate
18,45,19,AD,AddResponse,AddConfidence,AddDate
19,45,20,BA,AddResponse,AddConfidence,AddDate
20,45,21,AC,AddResponse,AddConfidence,AddDate
21,45,22,CE,AddResponse,AddConfidence,AddDate
22,45,23,BD,AddResponse,AddConfidence,AddDate
23,45,24,DE,AddResponse,AddConfidence,AddDate
24,45,25,BC,AddResponse,AddConfidence,AddDate
25,45,26,AE,AddResponse,AddConfidence,AddDate
26,45,27,BD,AddResponse,AddConfidence,AddDate
27,45,28,AD,AddResponse,AddConfidence,AddDate
28,45,29,DE,AddResponse,AddConfidence,AddDate
29,45,30,CD,AddResponse,AddConfidence,AddDate
30,45,31,AD,AddResponse,AddConfidence,AddDate
31,45,32,CE,AddResponse,AddConfidence,AddDate
32,45,33,AD,AddResponse,AddConfidence,AddDate
33,45,34,BE,AddResponse,AddConfidence,AddDate
34,45,35,AE,AddResponse,AddConfidence,AddDate
35,45,36,AC,AddResponse,AddConfidence,AddDate
36,45,37,AE,AddResponse,AddConfidence,AddDate
37,45,38,BA,AddResponse,AddConfidence,AddDate
38,45,39,CE,AddResponse,AddConfidence,AddDate
39,45,40,CE,AddResponse,AddConfidence,AddDate
40,45,41,BD,AddResponse,AddConfidence,AddDate
41,45,42,BA,AddResponse,AddConfidence,AddDate
42,45,43,BC,AddResponse,AddConfidence,AddDate
43,45,44,CD,AddResponse,AddConfidence,AddDate
44,45,45,CD,AddResponse,AddConfidence,AddDate
45,45,46,BC,AddResponse,AddConfidence,AddDate
46,45,47,AE,AddResponse,AddConfidence,AddDate
47,45,48,AC,AddResponse,AddConfidence,AddDate
48,45,49,AE,AddResponse,AddConfidence,AddDate
49,45,50,AE,AddResponse,AddConfidence,AddDate
50,45,51,DE,AddResponse,AddConfidence,AddDate
51,45,52,AD,AddResponse,AddConfidence,AddDate
52,45,53,BC,AddResponse,AddConfidence,AddDate
53,45,54,BD,AddResponse,AddConfidence,AddDate
54,45,55,BC,AddResponse,AddConfidence,AddDate
55,45,56,CD,AddResponse,AddConfidence,AddDate
56,45,57,AB,AddResponse,AddConfidence,AddDate
57,45,58,AC,AddResponse,AddConfidence,AddDate
58,45,59,BE,AddResponse,AddConfidence,AddDate
59,45,60,BD,AddResponse,AddConfidence,AddDate
60,45,61,AC,AddResponse,AddConfidence,AddDate
61,45,62,CE,AddResponse,AddConfidence,AddDate
62,45,63,BE,AddResponse,AddConfidence,AddDate
