,Subject,TrialNumber,Rooms,Response,Confidence,DateTimeOfResponse
0,15,1,AC,AddResponse,AddConfidence,AddDate
1,15,2,BD,AddResponse,AddConfidence,AddDate
2,15,3,BA,AddResponse,AddConfidence,AddDate
3,15,4,BC,AddResponse,AddConfidence,AddDate
4,15,5,DE,AddResponse,AddConfidence,AddDate
5,15,6,BA,AddResponse,AddConfidence,AddDate
6,15,7,BE,AddResponse,AddConfidence,AddDate
7,15,8,AC,AddResponse,AddConfidence,AddDate
8,15,9,AE,AddResponse,AddConfidence,AddDate
9,15,10,BD,AddResponse,AddConfidence,AddDate
10,15,11,AB,AddResponse,AddConfidence,AddDate
11,15,12,DE,AddResponse,AddConfidence,AddDate
12,15,13,CE,AddResponse,AddConfidence,AddDate
13,15,14,AC,AddResponse,AddConfidence,AddDate
14,15,15,CE,AddResponse,AddConfidence,AddDate
15,15,16,CD,AddResponse,AddConfidence,AddDate
16,15,17,BE,AddResponse,AddConfidence,AddDate
17,15,18,AC,AddResponse,AddConfidence,AddDate
18,15,19,CD,AddResponse,AddConfidence,AddDate
19,15,20,AD,AddResponse,AddConfidence,AddDate
20,15,21,AB,AddResponse,AddConfidence,AddDate
21,15,22,BC,AddResponse,AddConfidence,AddDate
22,15,23,BC,AddResponse,AddConfidence,AddDate
23,15,24,BA,AddResponse,AddConfidence,AddDate
24,15,25,BD,AddResponse,AddConfidence,AddDate
25,15,26,CD,AddResponse,AddConfidence,AddDate
26,15,27,AC,AddResponse,AddConfidence,AddDate
27,15,28,AD,AddResponse,AddConfidence,AddDate
28,15,29,DE,AddResponse,AddConfidence,AddDate
29,15,30,BE,AddResponse,AddConfidence,AddDate
30,15,31,BE,AddResponse,AddConfidence,AddDate
31,15,32,AE,AddResponse,AddConfidence,AddDate
32,15,33,AE,AddResponse,AddConfidence,AddDate
33,15,34,BD,AddResponse,AddConfidence,AddDate
34,15,35,AD,AddResponse,AddConfidence,AddDate
35,15,36,AE,AddResponse,AddConfidence,AddDate
36,15,37,CE,AddResponse,AddConfidence,AddDate
37,15,38,DE,AddResponse,AddConfidence,AddDate
38,15,39,BA,AddResponse,AddConfidence,AddDate
39,15,40,AC,AddResponse,AddConfidence,AddDate
40,15,41,CE,AddResponse,AddConfidence,AddDate
41,15,42,DE,AddResponse,AddConfidence,AddDate
42,15,43,BD,AddResponse,AddConfidence,AddDate
43,15,44,BC,AddResponse,AddConfidence,AddDate
44,15,45,DE,AddResponse,AddConfidence,AddDate
45,15,46,BD,AddResponse,AddConfidence,AddDate
46,15,47,AB,AddResponse,AddConfidence,AddDate
47,15,48,CE,AddResponse,AddConfidence,AddDate
48,15,49,AD,AddResponse,AddConfidence,AddDate
49,15,50,CD,AddResponse,AddConfidence,AddDate
50,15,51,BC,AddResponse,AddConfidence,AddDate
51,15,52,CD,AddResponse,AddConfidence,AddDate
52,15,53,BD,AddResponse,AddConfidence,AddDate
53,15,54,AE,AddResponse,AddConfidence,AddDate
54,15,55,BC,AddResponse,AddConfidence,AddDate
55,15,56,AE,AddResponse,AddConfidence,AddDate
56,15,57,AD,AddResponse,AddConfidence,AddDate
57,15,58,AC,AddResponse,AddConfidence,AddDate
58,15,59,CE,AddResponse,AddConfidence,AddDate
59,15,60,AD,AddResponse,AddConfidence,AddDate
60,15,61,BE,AddResponse,AddConfidence,AddDate
61,15,62,CD,AddResponse,AddConfidence,AddDate
62,15,63,BE,AddResponse,AddConfidence,AddDate
