,Subject,TrialNumber,Rooms,Response,Confidence,DateTimeOfResponse
0,36,1,AC,AddResponse,AddConfidence,AddDate
1,36,2,BD,AddResponse,AddConfidence,AddDate
2,36,3,BA,AddResponse,AddConfidence,AddDate
3,36,4,BE,AddResponse,AddConfidence,AddDate
4,36,5,AD,AddResponse,AddConfidence,AddDate
5,36,6,BD,AddResponse,AddConfidence,AddDate
6,36,7,DE,AddResponse,AddConfidence,AddDate
7,36,8,AE,AddResponse,AddConfidence,AddDate
8,36,9,AB,AddResponse,AddConfidence,AddDate
9,36,10,AD,AddResponse,AddConfidence,AddDate
10,36,11,CE,AddResponse,AddConfidence,AddDate
11,36,12,CE,AddResponse,AddConfidence,AddDate
12,36,13,BD,AddResponse,AddConfidence,AddDate
13,36,14,BC,AddResponse,AddConfidence,AddDate
14,36,15,AE,AddResponse,AddConfidence,AddDate
15,36,16,CD,AddResponse,AddConfidence,AddDate
16,36,17,BC,AddResponse,AddConfidence,AddDate
17,36,18,AB,AddResponse,AddConfidence,AddDate
18,36,19,BE,AddResponse,AddConfidence,AddDate
19,36,20,DE,AddResponse,AddConfidence,AddDate
20,36,21,BD,AddResponse,AddConfidence,AddDate
21,36,22,AC,AddResponse,AddConfidence,AddDate
22,36,23,CD,AddResponse,AddConfidence,AddDate
23,36,24,AC,AddResponse,AddConfidence,AddDate
24,36,25,BE,AddResponse,AddConfidence,AddDate
25,36,26,AC,AddResponse,AddConfidence,AddDate
26,36,27,CE,AddResponse,AddConfidence,AddDate
27,36,28,CD,AddResponse,AddConfidence,AddDate
28,36,29,AE,AddResponse,AddConfidence,AddDate
29,36,30,BC,AddResponse,AddConfidence,AddDate
30,36,31,AE,AddResponse,AddConfidence,AddDate
31,36,32,BD,AddResponse,AddConfidence,AddDate
32,36,33,BE,AddResponse,AddConfidence,AddDate
33,36,34,AC,AddResponse,AddConfidence,AddDate
34,36,35,BD,AddResponse,AddConfidence,AddDate
35,36,36,AC,AddResponse,AddConfidence,AddDate
36,36,37,AE,AddResponse,AddConfidence,AddDate
37,36,38,DE,AddResponse,AddConfidence,AddDate
38,36,39,CE,AddResponse,AddConfidence,AddDate
39,36,40,CD,AddResponse,AddConfidence,AddDate
40,36,41,BD,AddResponse,AddConfidence,AddDate
41,36,42,BA,AddResponse,AddConfidence,AddDate
42,36,43,AD,AddResponse,AddConfidence,AddDate
43,36,44,BC,AddResponse,AddConfidence,AddDate
44,36,45,AD,AddResponse,AddConfidence,AddDate
45,36,46,CD,AddResponse,AddConfidence,AddDate
46,36,47,BA,AddResponse,AddConfidence,AddDate
47,36,48,AE,AddResponse,AddConfidence,AddDate
48,36,49,CD,AddResponse,AddConfidence,AddDate
49,36,50,BE,AddResponse,AddConfidence,AddDate
50,36,51,AD,AddResponse,AddConfidence,AddDate
51,36,52,AB,AddResponse,AddConfidence,AddDate
52,36,53,BC,AddResponse,AddConfidence,AddDate
53,36,54,DE,AddResponse,AddConfidence,AddDate
54,36,55,CE,AddResponse,AddConfidence,AddDate
55,36,56,BC,AddResponse,AddConfidence,AddDate
56,36,57,DE,AddResponse,AddConfidence,AddDate
57,36,58,BE,AddResponse,AddConfidence,AddDate
58,36,59,AC,AddResponse,AddConfidence,AddDate
59,36,60,BA,AddResponse,AddConfidence,AddDate
60,36,61,DE,AddResponse,AddConfidence,AddDate
61,36,62,AD,AddResponse,AddConfidence,AddDate
62,36,63,CE,AddResponse,AddConfidence,AddDate
