,Subject,TrialNumber,Rooms,Response,Confidence,DateTimeOfResponse
0,27,1,AC,AddResponse,AddConfidence,AddDate
1,27,2,BD,AddResponse,AddConfidence,AddDate
2,27,3,BA,AddResponse,AddConfidence,AddDate
3,27,4,BC,AddResponse,AddConfidence,AddDate
4,27,5,CD,AddResponse,AddConfidence,AddDate
5,27,6,BD,AddResponse,AddConfidence,AddDate
6,27,7,DE,AddResponse,AddConfidence,AddDate
7,27,8,AC,AddResponse,AddConfidence,AddDate
8,27,9,AB,AddResponse,AddConfidence,AddDate
9,27,10,AE,AddResponse,AddConfidence,AddDate
10,27,11,DE,AddResponse,AddConfidence,AddDate
11,27,12,BD,AddResponse,AddConfidence,AddDate
12,27,13,BA,AddResponse,AddConfidence,AddDate
13,27,14,BE,AddResponse,AddConfidence,AddDate
14,27,15,DE,AddResponse,AddConfidence,AddDate
15,27,16,BE,AddResponse,AddConfidence,AddDate
16,27,17,BC,AddResponse,AddConfidence,AddDate
17,27,18,BC,AddResponse,AddConfidence,AddDate
18,27,19,AD,AddResponse,AddConfidence,AddDate
19,27,20,BE,AddResponse,AddConfidence,AddDate
20,27,21,AC,AddResponse,AddConfidence,AddDate
21,27,22,BC,AddResponse,AddConfidence,AddDate
22,27,23,CD,AddResponse,AddConfidence,AddDate
23,27,24,CD,AddResponse,AddConfidence,AddDate
24,27,25,AC,AddResponse,AddConfidence,AddDate
25,27,26,BC,AddResponse,AddConfidence,AddDate
26,27,27,BA,AddResponse,AddConfidence,AddDate
27,27,28,AD,AddResponse,AddConfidence,AddDate
28,27,29,BE,AddResponse,AddConfidence,AddDate
29,27,30,BE,AddResponse,AddConfidence,AddDate
30,27,31,CE,AddResponse,AddConfidence,AddDate
31,27,32,CD,AddResponse,AddConfidence,AddDate
32,27,33,AE,AddResponse,AddConfidence,AddDate
33,27,34,DE,AddResponse,AddConfidence,AddDate
34,27,35,CE,AddResponse,AddConfidence,AddDate
35,27,36,BC,AddResponse,AddConfidence,AddDate
36,27,37,BE,AddResponse,AddConfidence,AddDate
37,27,38,BD,AddResponse,AddConfidence,AddDate
38,27,39,AD,AddResponse,AddConfidence,AddDate
39,27,40,BD,AddResponse,AddConfidence,AddDate
40,27,41,BD,AddResponse,AddConfidence,AddDate
41,27,42,CE,AddResponse,AddConfidence,AddDate
42,27,43,AC,AddResponse,AddConfidence,AddDate
43,27,44,AE,AddResponse,AddConfidence,AddDate
44,27,45,AC,AddResponse,AddConfidence,AddDate
45,27,46,AD,AddResponse,AddConfidence,AddDate
46,27,47,AB,AddResponse,AddConfidence,AddDate
47,27,48,AD,AddResponse,AddConfidence,AddDate
48,27,49,CE,AddResponse,AddConfidence,AddDate
49,27,50,AC,AddResponse,AddConfidence,AddDate
50,27,51,CE,AddResponse,AddConfidence,AddDate
51,27,52,BA,AddResponse,AddConfidence,AddDate
52,27,53,AD,AddResponse,AddConfidence,AddDate
53,27,54,AB,AddResponse,AddConfidence,AddDate
54,27,55,CD,AddResponse,AddConfidence,AddDate
55,27,56,BD,AddResponse,AddConfidence,AddDate
56,27,57,DE,AddResponse,AddConfidence,AddDate
57,27,58,AE,AddResponse,AddConfidence,AddDate
58,27,59,CD,AddResponse,AddConfidence,AddDate
59,27,60,AE,AddResponse,AddConfidence,AddDate
60,27,61,CE,AddResponse,AddConfidence,AddDate
61,27,62,AE,AddResponse,AddConfidence,AddDate
62,27,63,DE,AddResponse,AddConfidence,AddDate
