,Subject,TrialNumber,Rooms,Response,Confidence,DateTimeOfResponse
0,41,1,AC,AddResponse,AddConfidence,AddDate
1,41,2,BD,AddResponse,AddConfidence,AddDate
2,41,3,BA,AddResponse,AddConfidence,AddDate
3,41,4,CE,AddResponse,AddConfidence,AddDate
4,41,5,BE,AddResponse,AddConfidence,AddDate
5,41,6,AB,AddResponse,AddConfidence,AddDate
6,41,7,CD,AddResponse,AddConfidence,AddDate
7,41,8,BE,AddResponse,AddConfidence,AddDate
8,41,9,BC,AddResponse,AddConfidence,AddDate
9,41,10,CE,AddResponse,AddConfidence,AddDate
10,41,11,CD,AddResponse,AddConfidence,AddDate
11,41,12,AD,AddResponse,AddConfidence,AddDate
12,41,13,BC,AddResponse,AddConfidence,AddDate
13,41,14,AB,AddResponse,AddConfidence,AddDate
14,41,15,AD,AddResponse,AddConfidence,AddDate
15,41,16,AC,AddResponse,AddConfidence,AddDate
16,41,17,BE,AddResponse,AddConfidence,AddDate
17,41,18,AE,AddResponse,AddConfidence,AddDate
18,41,19,BE,AddResponse,AddConfidence,AddDate
19,41,20,AB,AddResponse,AddConfidence,AddDate
20,41,21,BC,AddResponse,AddConfidence,AddDate
21,41,22,DE,AddResponse,AddConfidence,AddDate
22,41,23,AD,AddResponse,AddConfidence,AddDate
23,41,24,BA,AddResponse,AddConfidence,AddDate
24,41,25,CE,AddResponse,AddConfidence,AddDate
25,41,26,DE,AddResponse,AddConfidence,AddDate
26,41,27,BA,AddResponse,AddConfidence,AddDate
27,41,28,CE,AddResponse,AddConfidence,AddDate
28,41,29,AE,AddResponse,AddConfidence,AddDate
29,41,30,BD,AddResponse,AddConfidence,AddDate
30,41,31,AE,AddResponse,AddConfidence,AddDate
31,41,32,AC,AddResponse,AddConfidence,AddDate
32,41,33,AD,AddResponse,AddConfidence,AddDate
33,41,34,BC,AddResponse,AddConfidence,AddDate
34,41,35,BD,AddResponse,AddConfidence,AddDate
35,41,36,BD,AddResponse,AddConfidence,AddDate
36,41,37,AE,AddResponse,AddConfidence,AddDate
37,41,38,AC,AddResponse,AddConfidence,AddDate
38,41,39,BD,AddResponse,AddConfidence,AddDate
39,41,40,BC,AddResponse,AddConfidence,AddDate
40,41,41,DE,AddResponse,AddConfidence,AddDate
41,41,42,BC,AddResponse,AddConfidence,AddDate
42,41,43,BA,AddResponse,AddConfidence,AddDate
43,41,44,CE,AddResponse,AddConfidence,AddDate
44,41,45,AC,AddResponse,AddConfidence,AddDate
45,41,46,CD,AddResponse,AddConfidence,AddDate
46,41,47,DE,AddResponse,AddConfidence,AddDate
47,41,48,AC,AddResponse,AddConfidence,AddDate
48,41,49,DE,AddResponse,AddConfidence,AddDate
49,41,50,CD,AddResponse,AddConfidence,AddDate
50,41,51,CE,AddResponse,AddConfidence,AddDate
51,41,52,AE,AddResponse,AddConfidence,AddDate
52,41,53,BE,AddResponse,AddConfidence,AddDate
53,41,54,DE,AddResponse,AddConfidence,AddDate
54,41,55,BE,AddResponse,AddConfidence,AddDate
55,41,56,AD,AddResponse,AddConfidence,AddDate
56,41,57,BD,AddResponse,AddConfidence,AddDate
57,41,58,CD,AddResponse,AddConfidence,AddDate
58,41,59,AC,AddResponse,AddConfidence,AddDate
59,41,60,AE,AddResponse,AddConfidence,AddDate
60,41,61,BD,AddResponse,AddConfidence,AddDate
61,41,62,AD,AddResponse,AddConfidence,AddDate
62,41,63,CD,AddResponse,AddConfidence,AddDate
