,Subject,TrialNumber,Rooms,Response,Confidence,DateTimeOfResponse
0,19,1,AC,AddResponse,AddConfidence,AddDate
1,19,2,BD,AddResponse,AddConfidence,AddDate
2,19,3,BA,AddResponse,AddConfidence,AddDate
3,19,4,BC,AddResponse,AddConfidence,AddDate
4,19,5,CE,AddResponse,AddConfidence,AddDate
5,19,6,AC,AddResponse,AddConfidence,AddDate
6,19,7,CE,AddResponse,AddConfidence,AddDate
7,19,8,DE,AddResponse,AddConfidence,AddDate
8,19,9,AC,AddResponse,AddConfidence,AddDate
9,19,10,BE,AddResponse,AddConfidence,AddDate
10,19,11,AC,AddResponse,AddConfidence,AddDate
11,19,12,DE,AddResponse,AddConfidence,AddDate
12,19,13,BA,AddResponse,AddConfidence,AddDate
13,19,14,CD,AddResponse,AddConfidence,AddDate
14,19,15,DE,AddResponse,AddConfidence,AddDate
15,19,16,DE,AddResponse,AddConfidence,AddDate
16,19,17,BE,AddResponse,AddConfidence,AddDate
17,19,18,AB,AddResponse,AddConfidence,AddDate
18,19,19,DE,AddResponse,AddConfidence,AddDate
19,19,20,BC,AddResponse,AddConfidence,AddDate
20,19,21,CD,AddResponse,AddConfidence,AddDate
21,19,22,CE,AddResponse,AddConfidence,AddDate
22,19,23,BD,AddResponse,AddConfidence,AddDate
23,19,24,AC,AddResponse,AddConfidence,AddDate
24,19,25,AD,AddResponse,AddConfidence,AddDate
25,19,26,CE,AddResponse,AddConfidence,AddDate
26,19,27,BE,AddResponse,AddConfidence,AddDate
27,19,28,AD,AddResponse,AddConfidence,AddDate
28,19,29,AD,AddResponse,AddConfidence,AddDate
29,19,30,AE,AddResponse,AddConfidence,AddDate
30,19,31,BD,AddResponse,AddConfidence,AddDate
31,19,32,AC,AddResponse,AddConfidence,AddDate
32,19,33,AE,AddResponse,AddConfidence,AddDate
33,19,34,BE,AddResponse,AddConfidence,AddDate
34,19,35,AB,AddResponse,AddConfidence,AddDate
35,19,36,BA,AddResponse,AddConfidence,AddDate
36,19,37,CE,AddResponse,AddConfidence,AddDate
37,19,38,DE,AddResponse,AddConfidence,AddDate
38,19,39,BC,AddResponse,AddConfidence,AddDate
39,19,40,BE,AddResponse,AddConfidence,AddDate
40,19,41,AE,AddResponse,AddConfidence,AddDate
41,19,42,AE,AddResponse,AddConfidence,AddDate
42,19,43,BD,AddResponse,AddConfidence,AddDate
43,19,44,AD,AddResponse,AddConfidence,AddDate
44,19,45,BC,AddResponse,AddConfidence,AddDate
45,19,46,CD,AddResponse,AddConfidence,AddDate
46,19,47,AD,AddResponse,AddConfidence,AddDate
47,19,48,BD,AddResponse,AddConfidence,AddDate
48,19,49,BC,AddResponse,AddConfidence,AddDate
49,19,50,CD,AddResponse,AddConfidence,AddDate
50,19,51,AE,AddResponse,AddConfidence,AddDate
51,19,52,AD,AddResponse,AddConfidence,AddDate
52,19,53,CD,AddResponse,AddConfidence,AddDate
53,19,54,AB,AddResponse,AddConfidence,AddDate
54,19,55,AE,AddResponse,AddConfidence,AddDate
55,19,56,CE,AddResponse,AddConfidence,AddDate
56,19,57,BE,AddResponse,AddConfidence,AddDate
57,19,58,AC,AddResponse,AddConfidence,AddDate
58,19,59,BA,AddResponse,AddConfidence,AddDate
59,19,60,CD,AddResponse,AddConfidence,AddDate
60,19,61,BD,AddResponse,AddConfidence,AddDate
61,19,62,BC,AddResponse,AddConfidence,AddDate
62,19,63,BD,AddResponse,AddConfidence,AddDate
