,Subject,TrialNumber,Rooms,Response,Confidence,DateTimeOfResponse
0,42,1,AC,AddResponse,AddConfidence,AddDate
1,42,2,BD,AddResponse,AddConfidence,AddDate
2,42,3,BA,AddResponse,AddConfidence,AddDate
3,42,4,BD,AddResponse,AddConfidence,AddDate
4,42,5,AE,AddResponse,AddConfidence,AddDate
5,42,6,CE,AddResponse,AddConfidence,AddDate
6,42,7,CD,AddResponse,AddConfidence,AddDate
7,42,8,AB,AddResponse,AddConfidence,AddDate
8,42,9,DE,AddResponse,AddConfidence,AddDate
9,42,10,CD,AddResponse,AddConfidence,AddDate
10,42,11,AE,AddResponse,AddConfidence,AddDate
11,42,12,BC,AddResponse,AddConfidence,AddDate
12,42,13,AE,AddResponse,AddConfidence,AddDate
13,42,14,AC,AddResponse,AddConfidence,AddDate
14,42,15,AD,AddResponse,AddConfidence,AddDate
15,42,16,CE,AddResponse,AddConfidence,AddDate
16,42,17,AE,AddResponse,AddConfidence,AddDate
17,42,18,CD,AddResponse,AddConfidence,AddDate
18,42,19,BA,AddResponse,AddConfidence,AddDate
19,42,20,CD,AddResponse,AddConfidence,AddDate
20,42,21,AC,AddResponse,AddConfidence,AddDate
21,42,22,AE,AddResponse,AddConfidence,AddDate
22,42,23,BD,AddResponse,AddConfidence,AddDate
23,42,24,DE,AddResponse,AddConfidence,AddDate
24,42,25,BC,AddResponse,AddConfidence,AddDate
25,42,26,DE,AddResponse,AddConfidence,AddDate
26,42,27,AD,AddResponse,AddConfidence,AddDate
27,42,28,CD,AddResponse,AddConfidence,AddDate
28,42,29,DE,AddResponse,AddConfidence,AddDate
29,42,30,AC,AddResponse,AddConfidence,AddDate
30,42,31,AC,AddResponse,AddConfidence,AddDate
31,42,32,BC,AddResponse,AddConfidence,AddDate
32,42,33,AD,AddResponse,AddConfidence,AddDate
33,42,34,BE,AddResponse,AddConfidence,AddDate
34,42,35,DE,AddResponse,AddConfidence,AddDate
35,42,36,CE,AddResponse,AddConfidence,AddDate
36,42,37,CD,AddResponse,AddConfidence,AddDate
37,42,38,BC,AddResponse,AddConfidence,AddDate
38,42,39,AC,AddResponse,AddConfidence,AddDate
39,42,40,BD,AddResponse,AddConfidence,AddDate
40,42,41,BE,AddResponse,AddConfidence,AddDate
41,42,42,AC,AddResponse,AddConfidence,AddDate
42,42,43,AB,AddResponse,AddConfidence,AddDate
43,42,44,BC,AddResponse,AddConfidence,AddDate
44,42,45,AD,AddResponse,AddConfidence,AddDate
45,42,46,AD,AddResponse,AddConfidence,AddDate
46,42,47,BE,AddResponse,AddConfidence,AddDate
47,42,48,CE,AddResponse,AddConfidence,AddDate
48,42,49,BE,AddResponse,AddConfidence,AddDate
49,42,50,DE,AddResponse,AddConfidence,AddDate
50,42,51,AD,AddResponse,AddConfidence,AddDate
51,42,52,BC,AddResponse,AddConfidence,AddDate
52,42,53,BD,AddResponse,AddConfidence,AddDate
53,42,54,AB,AddResponse,AddConfidence,AddDate
54,42,55,CE,AddResponse,AddConfidence,AddDate
55,42,56,BD,AddResponse,AddConfidence,AddDate
56,42,57,AE,AddResponse,AddConfidence,AddDate
57,42,58,BE,AddResponse,AddConfidence,AddDate
58,42,59,BD,AddResponse,AddConfidence,AddDate
59,42,60,BA,AddResponse,AddConfidence,AddDate
60,42,61,CE,AddResponse,AddConfidence,AddDate
61,42,62,BA,AddResponse,AddConfidence,AddDate
62,42,63,BE,AddResponse,AddConfidence,AddDate
