,Subject,TrialNumber,Rooms,Response,Confidence,DateTimeOfResponse
0,46,1,AC,AddResponse,AddConfidence,AddDate
1,46,2,BD,AddResponse,AddConfidence,AddDate
2,46,3,BA,AddResponse,AddConfidence,AddDate
3,46,4,BE,AddResponse,AddConfidence,AddDate
4,46,5,AE,AddResponse,AddConfidence,AddDate
5,46,6,BD,AddResponse,AddConfidence,AddDate
6,46,7,AC,AddResponse,AddConfidence,AddDate
7,46,8,AE,AddResponse,AddConfidence,AddDate
8,46,9,AC,AddResponse,AddConfidence,AddDate
9,46,10,CD,AddResponse,AddConfidence,AddDate
10,46,11,CD,AddResponse,AddConfidence,AddDate
11,46,12,BE,AddResponse,AddConfidence,AddDate
12,46,13,CD,AddResponse,AddConfidence,AddDate
13,46,14,BA,AddResponse,AddConfidence,AddDate
14,46,15,AC,AddResponse,AddConfidence,AddDate
15,46,16,CE,AddResponse,AddConfidence,AddDate
16,46,17,DE,AddResponse,AddConfidence,AddDate
17,46,18,BA,AddResponse,AddConfidence,AddDate
18,46,19,DE,AddResponse,AddConfidence,AddDate
19,46,20,BC,AddResponse,AddConfidence,AddDate
20,46,21,CE,AddResponse,AddConfidence,AddDate
21,46,22,DE,AddResponse,AddConfidence,AddDate
22,46,23,BE,AddResponse,AddConfidence,AddDate
23,46,24,AD,AddResponse,AddConfidence,AddDate
24,46,25,BE,AddResponse,AddConfidence,AddDate
25,46,26,BC,AddResponse,AddConfidence,AddDate
26,46,27,CE,AddResponse,AddConfidence,AddDate
27,46,28,BC,AddResponse,AddConfidence,AddDate
28,46,29,BC,AddResponse,AddConfidence,AddDate
29,46,30,BD,AddResponse,AddConfidence,AddDate
30,46,31,AE,AddResponse,AddConfidence,AddDate
31,46,32,BE,AddResponse,AddConfidence,AddDate
32,46,33,AC,AddResponse,AddConfidence,AddDate
33,46,34,AD,AddResponse,AddConfidence,AddDate
34,46,35,BE,AddResponse,AddConfidence,AddDate
35,46,36,DE,AddResponse,AddConfidence,AddDate
36,46,37,BD,AddResponse,AddConfidence,AddDate
37,46,38,CE,AddResponse,AddConfidence,AddDate
38,46,39,AD,AddResponse,AddConfidence,AddDate
39,46,40,AD,AddResponse,AddConfidence,AddDate
40,46,41,AB,AddResponse,AddConfidence,AddDate
41,46,42,CD,AddResponse,AddConfidence,AddDate
42,46,43,BC,AddResponse,AddConfidence,AddDate
43,46,44,AB,AddResponse,AddConfidence,AddDate
44,46,45,AC,AddResponse,AddConfidence,AddDate
45,46,46,BD,AddResponse,AddConfidence,AddDate
46,46,47,AC,AddResponse,AddConfidence,AddDate
47,46,48,CD,AddResponse,AddConfidence,AddDate
48,46,49,CE,AddResponse,AddConfidence,AddDate
49,46,50,AE,AddResponse,AddConfidence,AddDate
50,46,51,CD,AddResponse,AddConfidence,AddDate
51,46,52,AD,AddResponse,AddConfidence,AddDate
52,46,53,DE,AddResponse,AddConfidence,AddDate
53,46,54,AD,AddResponse,AddConfidence,AddDate
54,46,55,BA,AddResponse,AddConfidence,AddDate
55,46,56,CE,AddResponse,AddConfidence,AddDate
56,46,57,AB,AddResponse,AddConfidence,AddDate
57,46,58,BD,AddResponse,AddConfidence,AddDate
58,46,59,AE,AddResponse,AddConfidence,AddDate
59,46,60,BC,AddResponse,AddConfidence,AddDate
60,46,61,AE,AddResponse,AddConfidence,AddDate
61,46,62,BD,AddResponse,AddConfidence,AddDate
62,46,63,DE,AddResponse,AddConfidence,AddDate
