,Subject,TrialNumber,Rooms,Response,Confidence,DateTimeOfResponse
0,9,1,AC,AddResponse,AddConfidence,AddDate
1,9,2,BD,AddResponse,AddConfidence,AddDate
2,9,3,BA,AddResponse,AddConfidence,AddDate
3,9,4,BE,AddResponse,AddConfidence,AddDate
4,9,5,CD,AddResponse,AddConfidence,AddDate
5,9,6,BC,AddResponse,AddConfidence,AddDate
6,9,7,BD,AddResponse,AddConfidence,AddDate
7,9,8,AC,AddResponse,AddConfidence,AddDate
8,9,9,AE,AddResponse,AddConfidence,AddDate
9,9,10,AB,AddResponse,AddConfidence,AddDate
10,9,11,CD,AddResponse,AddConfidence,AddDate
11,9,12,BA,AddResponse,AddConfidence,AddDate
12,9,13,AC,AddResponse,AddConfidence,AddDate
13,9,14,BD,AddResponse,AddConfidence,AddDate
14,9,15,DE,AddResponse,AddConfidence,AddDate
15,9,16,CE,AddResponse,AddConfidence,AddDate
16,9,17,DE,AddResponse,AddConfidence,AddDate
17,9,18,BC,AddResponse,AddConfidence,AddDate
18,9,19,CE,AddResponse,AddConfidence,AddDate
19,9,20,CD,AddResponse,AddConfidence,AddDate
20,9,21,BE,AddResponse,AddConfidence,AddDate
21,9,22,AD,AddResponse,AddConfidence,AddDate
22,9,23,AE,AddResponse,AddConfidence,AddDate
23,9,24,BE,AddResponse,AddConfidence,AddDate
24,9,25,AE,AddResponse,AddConfidence,AddDate
25,9,26,AE,AddResponse,AddConfidence,AddDate
26,9,27,DE,AddResponse,AddConfidence,AddDate
27,9,28,AD,AddResponse,AddConfidence,AddDate
28,9,29,BA,AddResponse,AddConfidence,AddDate
29,9,30,CD,AddResponse,AddConfidence,AddDate
30,9,31,AD,AddResponse,AddConfidence,AddDate
31,9,32,DE,AddResponse,AddConfidence,AddDate
32,9,33,AD,AddResponse,AddConfidence,AddDate
33,9,34,CE,AddResponse,AddConfidence,AddDate
34,9,35,AC,AddResponse,AddConfidence,AddDate
35,9,36,CE,AddResponse,AddConfidence,AddDate
36,9,37,DE,AddResponse,AddConfidence,AddDate
37,9,38,AE,AddResponse,AddConfidence,AddDate
38,9,39,AC,AddResponse,AddConfidence,AddDate
39,9,40,BC,AddResponse,AddConfidence,AddDate
40,9,41,BD,AddResponse,AddConfidence,AddDate
41,9,42,BE,AddResponse,AddConfidence,AddDate
42,9,43,DE,AddResponse,AddConfidence,AddDate
43,9,44,CE,AddResponse,AddConfidence,AddDate
44,9,45,AC,AddResponse,AddConfidence,AddDate
45,9,46,BC,AddResponse,AddConfidence,AddDate
46,9,47,AD,AddResponse,AddConfidence,AddDate
47,9,48,BE,AddResponse,AddConfidence,AddDate
48,9,49,BC,AddResponse,AddConfidence,AddDate
49,9,50,AC,AddResponse,AddConfidence,AddDate
50,9,51,BA,AddResponse,AddConfidence,AddDate
51,9,52,AB,AddResponse,AddConfidence,AddDate
52,9,53,AB,AddResponse,AddConfidence,AddDate
53,9,54,AE,AddResponse,AddConfidence,AddDate
54,9,55,BE,AddResponse,AddConfidence,AddDate
55,9,56,AD,AddResponse,AddConfidence,AddDate
56,9,57,BD,AddResponse,AddConfidence,AddDate
57,9,58,BD,AddResponse,AddConfidence,AddDate
58,9,59,CD,AddResponse,AddConfidence,AddDate
59,9,60,BC,AddResponse,AddConfidence,AddDate
60,9,61,CD,AddResponse,AddConfidence,AddDate
61,9,62,CE,AddResponse,AddConfidence,AddDate
62,9,63,BD,AddResponse,AddConfidence,AddDate
