,Subject,TrialNumber,AudioStimulus,VisualStimulus,Response,DateTimeOfResponse,ResponseTime
0,7,1,3,1,AddResponse,AddDate,0.0
1,7,2,2,3,AddResponse,AddDate,0.0
2,7,3,1,5,AddResponse,AddDate,0.0
3,7,4,0,0,AddResponse,AddDate,0.0
4,7,5,1,0,AddResponse,AddDate,0.0
5,7,6,1,3,AddResponse,AddDate,0.0
6,7,7,1,4,AddResponse,AddDate,0.0
7,7,8,0,3,AddResponse,AddDate,0.0
8,7,9,2,0,AddResponse,AddDate,0.0
9,7,10,2,2,AddResponse,AddDate,0.0
10,7,11,2,0,AddResponse,AddDate,0.0
11,7,12,1,0,AddResponse,AddDate,0.0
12,7,13,2,0,AddResponse,AddDate,0.0
13,7,14,0,4,AddResponse,AddDate,0.0
14,7,15,2,3,AddResponse,AddDate,0.0
15,7,16,1,4,AddResponse,AddDate,0.0
16,7,17,2,0,AddResponse,AddDate,0.0
17,7,18,2,4,AddResponse,AddDate,0.0
18,7,19,2,4,AddResponse,AddDate,0.0
19,7,20,0,0,AddResponse,AddDate,0.0
20,7,21,1,1,AddResponse,AddDate,0.0
21,7,22,2,3,AddResponse,AddDate,0.0
22,7,23,0,3,AddResponse,AddDate,0.0
23,7,24,0,2,AddResponse,AddDate,0.0
24,7,25,0,2,AddResponse,AddDate,0.0
25,7,26,2,1,AddResponse,AddDate,0.0
26,7,27,0,4,AddResponse,AddDate,0.0
27,7,28,2,2,AddResponse,AddDate,0.0
28,7,29,1,2,AddResponse,AddDate,0.0
29,7,30,1,4,AddResponse,AddDate,0.0
30,7,31,0,1,AddResponse,AddDate,0.0
31,7,32,0,0,AddResponse,AddDate,0.0
32,7,33,1,3,AddResponse,AddDate,0.0
33,7,34,2,4,AddResponse,AddDate,0.0
34,7,35,2,1,AddResponse,AddDate,0.0
35,7,36,1,1,AddResponse,AddDate,0.0
36,7,37,2,2,AddResponse,AddDate,0.0
37,7,38,1,1,AddResponse,AddDate,0.0
38,7,39,2,4,AddResponse,AddDate,0.0
39,7,40,0,1,AddResponse,AddDate,0.0
40,7,41,1,0,AddResponse,AddDate,0.0
41,7,42,0,2,AddResponse,AddDate,0.0
42,7,43,2,3,AddResponse,AddDate,0.0
43,7,44,1,4,AddResponse,AddDate,0.0
44,7,45,1,3,AddResponse,AddDate,0.0
45,7,46,2,2,AddResponse,AddDate,0.0
46,7,47,0,1,AddResponse,AddDate,0.0
47,7,48,0,4,AddResponse,AddDate,0.0
48,7,49,1,2,AddResponse,AddDate,0.0
49,7,50,2,4,AddResponse,AddDate,0.0
50,7,51,0,3,AddResponse,AddDate,0.0
51,7,52,0,4,AddResponse,AddDate,0.0
52,7,53,2,3,AddResponse,AddDate,0.0
53,7,54,0,4,AddResponse,AddDate,0.0
54,7,55,1,2,AddResponse,AddDate,0.0
55,7,56,0,1,AddResponse,AddDate,0.0
56,7,57,1,2,AddResponse,AddDate,0.0
57,7,58,2,1,AddResponse,AddDate,0.0
58,7,59,1,0,AddResponse,AddDate,0.0
59,7,60,0,2,AddResponse,AddDate,0.0
60,7,61,0,3,AddResponse,AddDate,0.0
61,7,62,0,1,AddResponse,AddDate,0.0
62,7,63,1,0,AddResponse,AddDate,0.0
63,7,64,0,0,AddResponse,AddDate,0.0
64,7,65,1,3,AddResponse,AddDate,0.0
65,7,66,2,1,AddResponse,AddDate,0.0
66,7,67,1,1,AddResponse,AddDate,0.0
67,7,68,0,0,AddResponse,AddDate,0.0
68,7,69,2,0,AddResponse,AddDate,0.0
69,7,70,0,3,AddResponse,AddDate,0.0
70,7,71,1,1,AddResponse,AddDate,0.0
71,7,72,1,2,AddResponse,AddDate,0.0
72,7,73,1,4,AddResponse,AddDate,0.0
73,7,74,0,2,AddResponse,AddDate,0.0
74,7,75,2,2,AddResponse,AddDate,0.0
75,7,76,2,3,AddResponse,AddDate,0.0
76,7,77,2,1,AddResponse,AddDate,0.0
77,7,78,1,3,AddResponse,AddDate,0.0
