,Subject,TrialNumber,AudioStimulus,VisualStimulus,Response,DateTimeOfResponse,ResponseTime
0,19,1,3,1,AddResponse,AddDate,0.0
1,19,2,2,3,AddResponse,AddDate,0.0
2,19,3,1,5,AddResponse,AddDate,0.0
3,19,4,1,2,AddResponse,AddDate,0.0
4,19,5,1,1,AddResponse,AddDate,0.0
5,19,6,1,1,AddResponse,AddDate,0.0
6,19,7,1,0,AddResponse,AddDate,0.0
7,19,8,2,0,AddResponse,AddDate,0.0
8,19,9,2,0,AddResponse,AddDate,0.0
9,19,10,1,2,AddResponse,AddDate,0.0
10,19,11,0,4,AddResponse,AddDate,0.0
11,19,12,1,3,AddResponse,AddDate,0.0
12,19,13,1,2,AddResponse,AddDate,0.0
13,19,14,1,4,AddResponse,AddDate,0.0
14,19,15,1,0,AddResponse,AddDate,0.0
15,19,16,2,3,AddResponse,AddDate,0.0
16,19,17,2,4,AddResponse,AddDate,0.0
17,19,18,1,3,AddResponse,AddDate,0.0
18,19,19,2,1,AddResponse,AddDate,0.0
19,19,20,0,0,AddResponse,AddDate,0.0
20,19,21,0,2,AddResponse,AddDate,0.0
21,19,22,2,1,AddResponse,AddDate,0.0
22,19,23,1,4,AddResponse,AddDate,0.0
23,19,24,2,0,AddResponse,AddDate,0.0
24,19,25,1,0,AddResponse,AddDate,0.0
25,19,26,0,1,AddResponse,AddDate,0.0
26,19,27,1,4,AddResponse,AddDate,0.0
27,19,28,0,4,AddResponse,AddDate,0.0
28,19,29,0,2,AddResponse,AddDate,0.0
29,19,30,2,3,AddResponse,AddDate,0.0
30,19,31,0,0,AddResponse,AddDate,0.0
31,19,32,0,1,AddResponse,AddDate,0.0
32,19,33,2,1,AddResponse,AddDate,0.0
33,19,34,0,4,AddResponse,AddDate,0.0
34,19,35,1,2,AddResponse,AddDate,0.0
35,19,36,1,1,AddResponse,AddDate,0.0
36,19,37,0,4,AddResponse,AddDate,0.0
37,19,38,0,0,AddResponse,AddDate,0.0
38,19,39,0,0,AddResponse,AddDate,0.0
39,19,40,2,1,AddResponse,AddDate,0.0
40,19,41,1,1,AddResponse,AddDate,0.0
41,19,42,0,2,AddResponse,AddDate,0.0
42,19,43,2,3,AddResponse,AddDate,0.0
43,19,44,2,2,AddResponse,AddDate,0.0
44,19,45,2,2,AddResponse,AddDate,0.0
45,19,46,0,1,AddResponse,AddDate,0.0
46,19,47,0,1,AddResponse,AddDate,0.0
47,19,48,1,4,AddResponse,AddDate,0.0
48,19,49,0,2,AddResponse,AddDate,0.0
49,19,50,2,3,AddResponse,AddDate,0.0
50,19,51,0,3,AddResponse,AddDate,0.0
51,19,52,0,3,AddResponse,AddDate,0.0
52,19,53,1,4,AddResponse,AddDate,0.0
53,19,54,1,3,AddResponse,AddDate,0.0
54,19,55,0,3,AddResponse,AddDate,0.0
55,19,56,0,4,AddResponse,AddDate,0.0
56,19,57,1,1,AddResponse,AddDate,0.0
57,19,58,2,0,AddResponse,AddDate,0.0
58,19,59,2,2,AddResponse,AddDate,0.0
59,19,60,2,2,AddResponse,AddDate,0.0
60,19,61,0,0,AddResponse,AddDate,0.0
61,19,62,1,3,AddResponse,AddDate,0.0
62,19,63,2,4,AddResponse,AddDate,0.0
63,19,64,2,4,AddResponse,AddDate,0.0
64,19,65,1,3,AddResponse,AddDate,0.0
65,19,66,2,0,AddResponse,AddDate,0.0
66,19,67,1,2,AddResponse,AddDate,0.0
67,19,68,1,0,AddResponse,AddDate,0.0
68,19,69,1,0,AddResponse,AddDate,0.0
69,19,70,2,1,AddResponse,AddDate,0.0
70,19,71,2,4,AddResponse,AddDate,0.0
71,19,72,0,3,AddResponse,AddDate,0.0
72,19,73,2,3,AddResponse,AddDate,0.0
73,19,74,0,3,AddResponse,AddDate,0.0
74,19,75,2,2,AddResponse,AddDate,0.0
75,19,76,2,4,AddResponse,AddDate,0.0
76,19,77,0,1,AddResponse,AddDate,0.0
77,19,78,0,2,AddResponse,AddDate,0.0
