,Subject,TrialNumber,AudioStimulus,VisualStimulus,Response,DateTimeOfResponse,ResponseTime
0,8,1,3,1,AddResponse,AddDate,0.0
1,8,2,2,3,AddResponse,AddDate,0.0
2,8,3,1,5,AddResponse,AddDate,0.0
3,8,4,2,2,AddResponse,AddDate,0.0
4,8,5,0,4,AddResponse,AddDate,0.0
5,8,6,0,0,AddResponse,AddDate,0.0
6,8,7,2,4,AddResponse,AddDate,0.0
7,8,8,1,4,AddResponse,AddDate,0.0
8,8,9,0,0,AddResponse,AddDate,0.0
9,8,10,0,2,AddResponse,AddDate,0.0
10,8,11,0,1,AddResponse,AddDate,0.0
11,8,12,0,4,AddResponse,AddDate,0.0
12,8,13,1,2,AddResponse,AddDate,0.0
13,8,14,0,1,AddResponse,AddDate,0.0
14,8,15,1,0,AddResponse,AddDate,0.0
15,8,16,0,2,AddResponse,AddDate,0.0
16,8,17,0,4,AddResponse,AddDate,0.0
17,8,18,2,2,AddResponse,AddDate,0.0
18,8,19,0,1,AddResponse,AddDate,0.0
19,8,20,0,3,AddResponse,AddDate,0.0
20,8,21,2,1,AddResponse,AddDate,0.0
21,8,22,1,3,AddResponse,AddDate,0.0
22,8,23,0,3,AddResponse,AddDate,0.0
23,8,24,2,3,AddResponse,AddDate,0.0
24,8,25,2,1,AddResponse,AddDate,0.0
25,8,26,2,1,AddResponse,AddDate,0.0
26,8,27,0,2,AddResponse,AddDate,0.0
27,8,28,1,1,AddResponse,AddDate,0.0
28,8,29,2,0,AddResponse,AddDate,0.0
29,8,30,0,0,AddResponse,AddDate,0.0
30,8,31,1,3,AddResponse,AddDate,0.0
31,8,32,1,0,AddResponse,AddDate,0.0
32,8,33,2,1,AddResponse,AddDate,0.0
33,8,34,2,0,AddResponse,AddDate,0.0
34,8,35,2,4,AddResponse,AddDate,0.0
35,8,36,2,3,AddResponse,AddDate,0.0
36,8,37,0,3,AddResponse,AddDate,0.0
37,8,38,2,2,AddResponse,AddDate,0.0
38,8,39,0,4,AddResponse,AddDate,0.0
39,8,40,1,1,AddResponse,AddDate,0.0
40,8,41,0,3,AddResponse,AddDate,0.0
41,8,42,1,1,AddResponse,AddDate,0.0
42,8,43,2,0,AddResponse,AddDate,0.0
43,8,44,2,2,AddResponse,AddDate,0.0
44,8,45,2,1,AddResponse,AddDate,0.0
45,8,46,2,3,AddResponse,AddDate,0.0
46,8,47,1,3,AddResponse,AddDate,0.0
47,8,48,1,4,AddResponse,AddDate,0.0
48,8,49,2,0,AddResponse,AddDate,0.0
49,8,50,1,0,AddResponse,AddDate,0.0
50,8,51,2,4,AddResponse,AddDate,0.0
51,8,52,2,2,AddResponse,AddDate,0.0
52,8,53,1,2,AddResponse,AddDate,0.0
53,8,54,2,0,AddResponse,AddDate,0.0
54,8,55,1,4,AddResponse,AddDate,0.0
55,8,56,1,0,AddResponse,AddDate,0.0
56,8,57,1,4,AddResponse,AddDate,0.0
57,8,58,2,3,AddResponse,AddDate,0.0
58,8,59,1,4,AddResponse,AddDate,0.0
59,8,60,2,4,AddResponse,AddDate,0.0
60,8,61,1,1,AddResponse,AddDate,0.0
61,8,62,1,3,AddResponse,AddDate,0.0
62,8,63,2,4,AddResponse,AddDate,0.0
63,8,64,0,3,AddResponse,AddDate,0.0
64,8,65,1,2,AddResponse,AddDate,0.0
65,8,66,0,2,AddResponse,AddDate,0.0
66,8,67,0,1,AddResponse,AddDate,0.0
67,8,68,0,4,AddResponse,AddDate,0.0
68,8,69,0,1,AddResponse,AddDate,0.0
69,8,70,1,0,AddResponse,AddDate,0.0
70,8,71,0,0,AddResponse,AddDate,0.0
71,8,72,1,3,AddResponse,AddDate,0.0
72,8,73,1,1,AddResponse,AddDate,0.0
73,8,74,0,2,AddResponse,AddDate,0.0
74,8,75,2,3,AddResponse,AddDate,0.0
75,8,76,0,0,AddResponse,AddDate,0.0
76,8,77,1,2,AddResponse,AddDate,0.0
77,8,78,1,2,AddResponse,AddDate,0.0
